Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand
Single Owner Hyundai Grand Magna 2014 Excellent condition,N/A,"NRs 1,975,000.00","Excellent condition Hyundai i10 Grand Magna 2015 in Tidy Maroon finish, comparison near to showroom condition. Low run, intact in original paint condition. Spotless and […]",,,
Single Owner Hyundai i10 2008 Excellent condition,N/A,"NRs 1,199,000.00","Excellent condition Hyundai i10 ERA 2008 in super immaculate condition. Recently polished and fully serviced (All new set of Tyres, Newly polished, almost brand new […]",,,
Ford SUV ECOSPORT 2013 TITANIUM in Excellent condition,N/A,"NRs 2,475,000.00","Excellent condition, Ford Ecosport Titanium With Dual Airbags,ABs Plus more Finished with dual metallic floating roof design, plus many more attractive features such as (Climate […]",,,
Excellent condition Hyundai Getz 2004 Full Option,N/A,"NRs 750,000.00",Excellent condition Hyundai Getz 2004 full option in its best condition. A perfect cheap value for money vehicle for your city run around. No expenses […],,,
Single owner Hyundai Eon 2014 Original Condition Service History,N/A,"NRs 1,375,000.00","Single Owner and in Excellent condition Hyundai Eon Era Plus 2014. Free from accidents and problems. Full Hyundai Service History, No Marks, No Damages. Very […]",,,
Hyundai Creta SX(O) 2018 6 AirBags 100% Excellent Top Variant,N/A,"NRs 5,350,000.00","New Hyundai Creta SX(O) 2018 Top Varient 6 Air Bags, Stability ctrl, Leather finished, KeyLess Push Start, (Sunroof Edition)(FaceLift) 2018 Low Run, in Super immaculate […]",,,
Hyundai i10 Sportz 2012 in Excellent condition,N/A,"NRs 1,625,000.00","Excellent condition Hyundai i10 Sportz 2012 in pristine condition. Newly Polished and serviced, a problem free vehicle. No Scratches and fully decorated. Priced @NRs16,25,000/-(Taking close […]",,,
"Honda BRV Auto/Manual PADDLE SHIT, LOW RUN(15K) 2016 V-GRADE",N/A,"NRs 4,400,000.00",Honda BRV VCVT (i-vtect) 2016 Fully loaded(With Paddle Shift Auto/Manual) dressed in Beautiful Metallic Silver and in near Brand New condition with a minimal running […],,,
Excellent condition Maruti Suzuki Swift Vxi Quality Buy,N/A,"NRs 1,225,000.00",Excellent condition Maruti Suzuki Swift 2007 VXi in super excellent condition. Free from any accidents and completely scratch free. Drives just as perfectly. Fully refurbished […],,,
Single Owner Hyundai Santro GLs2009 Excellent condition 100% Quality,N/A,"NRs 1,175,000.00","Excellent condition Hyundai Santro GLs2009 in Super excellent condition. In Original paint condition. Drives just like a Brand new car. Top Quality, cheap maintenance vehicle, […]",,,
Hyundai Grand i10 Asta ‘o’ Fully loaded 2014,N/A,"NRs 2,175,000.00",Excellent condition Hyundai Grand ASTA ’O’(Fully Loaded Model) 2014 in perfectly immaculate condition. Free from accidents and scratch free. Low Run and problem free. Dressed […],,,
Hyundai i20 Active ‘S’ 2017 Extra Power Turbo 1.4cc Super Excellent condition Low Run,N/A,"NRs 3,499,000.00","Single Owner Hyundai i20 Acitve ‘S’ 2017 Model, Fully loaded model 1.4c Turbo Diesel injection. Loaded with extra power and ample ground clearance for all […]",,,
"Hyundai Grand i10 ASTA ‘O’ Fully Loaded, Push Start, AirBags, ABs",N/A,"NRs 21,750,000.00",Excellent condition Hyundai Grand ASTA ’O’(Fully Loaded Model) 2014 in perfectly immaculate condition. Free from accidents and scratch free. Low Run and problem free. For […],,,
Hyundai iGen i20 2013 ‘ASTA’ (Fully Loaded) Low Run Single Owner,N/A,"NRs 2,199,000.00","Single Owner, Hyundai’s flagship I Gen i20 ‘Asta’ 2013 Fully Loaded(Rain sensing wipers, Auto Headlight, Reverse camera and Reverse sensor, Rear viewing, Day time light, […]",,,
Single OWNER FORD FIGO 2011 EXI Super Excellent,N/A,"NRs 1,195,000.00","Excellent condition Ford Figo 2011 Exi in super excellent condition fully loaded accessories. This vehicle drives just as new, free from scratches and problems. For […]",,,
Single Owner Maruti Suzuki Swift 2009 Vxi Low Run Excellent,N/A,"NRs 1,400,000.00","Single owner and in super excellent condition Maruti Suzuki Swift Vxi 2009. No Scratches, Original Paint work, Accident Free, Problem Free. 100% Excellence. Much looked […]",,,
Single Owner Suzuki Wagon R 2009 Vxi Low Run Excellent condition,N/A,"NRs 1,025,000.00","Single Owner Maruti Suzuki Wagon R 2009 Vxi, free from accidents and problems. Recently refurbished and polished. All New Tyers. Free from accidents and problems. […]",,,
Mahindra Scorpio PICK-UP 2016 SINGLE OWNER Excellent condition,N/A,"NRs 2,999,000.00","Super Excellent condition Mahindra 2.2cc M-Hawk Turbo Engine Loaded with Dual AirBags, ABs (Fully Loaded) 2016. Drives and feels just like new in condition. Brand […]",,,
"Single Owner Hyundai Santa FE GLs Fully Loaded Top Trim SunRoof, Leather interior",N/A,"NRs 4,650,000.00","Single Owner Hyundai Santa Fe GLS High Top Trim (Fully loaded Edition with SunRoof, Leather Seats, Dual Climate control, Mounted Steering Ctrl, Cruise Ctrl, AirBags, […]",,,
Single Owner Maruti Suzuki Swift 2009 Vxi Low Run,N/A,"NRs 1,025,000.00","Single Owner Maruti Suzuki Wagon R 2009 Vxi, low run and in Excellent condition. Free from accidents and scratches. Newly polished and much looked after […]",,,
7000 Run Toyota Hilux PUSH BUTTON starter New 2.8Cc NEW SHAPE immaculate condition,N/A,"NRs 7,400,000.00","In BRAND NEW condition, Only 7000km Run(Provided with full Toyota Service History). Free from accidents and scratches. Drives just like New. Loaded with accessories worth […]",,,
Excellent condition Maruti Suzuki Swift Vxi Dzire 2009,N/A,"NRs 1,375,000.00",Excellent condition Maruti Suzuki Vxi Dzire 2009 in super excellent condition. This Vehicle is free accidents and in immaculate condition. Drives just as new in […],,,
Excellent condition Honda Jazz Smt 2010 (Full Option in excellent condition),N/A,"NRs 1,500,000.00","Excellent condition Honda Jazz smt full option 2010 with custom seats, very clean sporty hatchback. Drives perfectly, free from accidents and scratch-free. 100% Quality guarantee. […]",,,
Suzuki Swift VXI 2005 Excellent condition,N/A,"NRs 1,025,000.00",Excellent condition Suzuki Swift Vxi 2005 in sporty Flash Red Colour. This vehicle have been totally refurbished. Vehicle is free from accidents and problems. Visit […],,,
Honda City SMT 2008 Single Handed,N/A,"NRs 1,750,000.00","Single owner and in Excellent condition, drives and feels like new. Free from accidents and scratches. Comes with Steering mounted controls, AirBags, ABS,and Many More. […]",,,
Hyundai i20 Elite Magna 2016 Single Handed,N/A,"NRs 2,400,000.00","Single Owner and In Super Excellent condition, Hyundai i20 Elite in Sporty Sleek Silver Color. In Pristinely kept Brand New Condition, Almost 20% of the […]",,,
Single Owner New Ford Fiesta 2011 Style Low Run Excellent,N/A,"NRs 1,750,000.00","Single Owner and in Super excellent condition, with very tidy interiors and exteriors. Style Option, the New Ford Fiesta with Dual AirBags, Steering mounted ctrl […]",,,
Single Owner Daihatsu Sirion Full Service History AirBags Full Option,N/A,"NRs 1,050,000.00","Single Owner and in Super excellent condition Japanese Sporty HatchBack registration date 2009, loaded with AirBags, Power Steering. This Vehicle comes with Full service history […]",,,
Excellent condition Volkswagen Polo 1.2 Comforline Ex Dr Owned,N/A,"NRs 1,950,000.00","Excellent Condition Volkswagen POLO 2013 1.2 comfort line in super immaculate condition. Previously drive by a Medical Dr, this vehicle is free from accidents and […]",,,
Single Owner Volkswagen 2013 Comfort-line in Brand new condition Low Run 23000 only,N/A,"NRs 1,975,000.00","Single Owner Volkswagen Comfortline 2013 in excellent condition, intact in original paint work condition. This Vehicle is free Problems and in drives good as new. […]",,,
Single Owner Toyota Etios V Grade In Brand new condition,N/A,"NRs 2,575,000.00",Single Owner Sporty Cross Over from Toyota. The Fully Loaded V grade option. This Vehicle is free from accidents and problems. A quality Suv look […],,,
Single Owner Honda CRV fully Loaded with Sunroof,N/A,"NRs 4,650,000.00","A Quality Japanese SUV AWD dressed in Metallic pearl white, Fully Loaded Edition with Genuine full leather interiors, Automatic gear Box, Sunroof. Single Owner, free […]",,,
Single Owner Fiat Avventure 2015 Pearl White Suv,N/A,"NRs 2,075,000.00","Excellent condition Fiat Avventura 2015 Emotion 1.4 in Beautiful Metallic Pearl white. Low run of 21,000 Km only. This SUV look alike boast an excellent […]",,,
Single Owner Baleno Delta 2016 Fully Modified,N/A,"NRs 2,475,000.00","Maruti Suzuki Baleno Delta 2016 with AirBags and ABs in immaculate condition, with running of 22k Only this Vehicle is free from scratches and accidents. […]",,,
"Hyundai Creta Fully Loaded Automatic 2017 LowRun 11000k Only, Fully Loaded AirBags, Navi",N/A,"NRs 4,950,000.00","Single Owner, in Brand New condition, Low run Only 11500Km, Fully Loaded SX+ SX(O) Alloy rims additional with Auto/Manual Gear Box. A Quality luxury ride […]",,,
"Ford EcoSport 2013 Titanium ‘O’  Turbo Diesel, Fully Loaded 6 AirBags  Excellent condition",N/A,"NRs 2,850,000.00",Excellent Condition Ford EcoSport 2013 TDCI (TURBO ENGINE) MORE POWER AND EXCELLENT PERFORMANCE THEN PETROL ENGINEs. In beautiful Silver Color. Fully Loaded Titanium ‘O’ series […],,,
"Excellent Condition Hyundai Santro 2009, Immaculate condition Low Run",N/A,"NRs 1,150,000.00",Excellent condition Hyundai Santro full option GLs variant 2009 in spotless order. Free from troubles and drives just in a perfectly brand new. Quality Rated […],,,
Maruti Suzuki Swift Zxi 2013 Single owner Excellent quality contain,N/A,"NRs 2,050,000.00","Single owner Maruti Suzuki 2013 Fully Loaded version ZXi, in super immaculate condition. Very clean inside and out, drives like new. Priced @NRs20,50,000/- Loaded Options […]",,,
"Ford EcoSport 2014 Auto/Manual Transmission, 6 AirBags  Excellent condition",N/A,"NRs 2,950,000.00","Single owner and in Immaculate condition, Sporty FORD ECO-SPORT Titanium 2014 (Auto /Manual transmission) loaded with Six(6) Air Bags, Plus many more, Fully featured Titanium […]",,,
Sporty Hatch Back Hyundai Eon 2013 Era Plus,N/A,"NRs 1,175,000.00","Sporty Hatch Back Hyundai Eon 2013 Era Plus in perfect condition, free from accidents and problems. Quality run around vehicle, perfect for city driving and […]",,,
Single Owner Volkswagen Polo 2013 Low Low Run Excellent condition,N/A,"NRs 1,750,000.00","Single Owner, Volkswagen Polo trend line 2013, in Super immaculate condition. Good as brand new i.e. No Scratches nor any Dents in nearly original paint […]",,,
Single Owner Honda City Smt Full Option 2010 Immaculate condition,N/A,"NRs 1,950,000.00","Single owner and in Excellent condition, drives and feels like new. Free from accidents and scratches. In Embossed Number Plate. Comes with Steering mounted controls, […]",,,
Single Owner Hyundai Creta Sx+ Fully Loaded 2016,N/A,"NRs 4,250,000.00","Super excellent condition Hyundai’s flagship The Creta, Sx Plus(Fully Loaded) with very low Run. Clean service history. 2016 Model Suv with fully loaded accessories(Front bull […]",,,
Excellent condition Zotye with ABs 1.3 Special Edition,N/A,"NRs 1,050,000.00",Excellent condition Zotye 2010 1.3cc Specially ordered ABs edition. Drivers perfectly for its age. Free from major accidents and damages. A Japanese Daihatsu Terios look […],,,
Hyundai i20 Active “S” in Excellent condition 2016,N/A,"NRs 3,150,000.00","Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai i20 Active SX(+) 2016” in Metallic Silver. 100% Original Paint.�Pristinely kept Brand […]",,,
"Single Owner Hyundai I10 Magna 2012, Low Run (Full Service History)",N/A,"NRs 1,600,000.00","One previous owner, Sporty Hatch Back from Hyundai’s (Excellent Resell Valued Vehicle) Excellent quality Hyundai i10 1.2 Kappa engine in Super excellent condition. Low run, […]",,,
Single Owner Kia Soul,N/A,"NRs 2,250,000.00","Single Owner and in Excellent Condition Sporty Kia Soul Suv 2011 in immaculate condition, full option non 4wd model. This Vehicle is free from accidents […]",,,
Single Owner Ford Figo 2012 Titanium Excellent.condition New Model,N/A,"NRs 1,400,000.00","Single owner and in Excellent condition Ford Figo Titanium 2012 with steering mounted controls and Bluetooth capability, Dual AirBags plus many more. Drives and feels […]",,,
Single Owner Toyota Corolla Lx (Excellent condition) Low Run,N/A,"NRs 2,350,000.00","Excellent condition Toyota Corolla Lx 2007, Single owner and much carefully drive corolla Lx(Japanese Make) with running of only 57 thousands only. (Full Service History). This […]",,,
Single Owner Hyundai Santro 2005 Full Option Excellent condition,N/A,"NRs 925,000.00","Single Owner Hyundai Santro 2005 xo in Super Excellent, free from collisions and scratches. Fully revised and serviced made to new in condition. All New […]",,,
Single Owner Ford Figo 2012 ZXI in Excellent condition,N/A,"NRs 1,300,000.00",Single owner and in Excellent condition Ford Figo Zxi 2012 with steering mounted controls and Bluetooth capability. Drives and feels just as a new vehicle. […],,,
Single Owner Hyundai i20 Active (S) Full Option 2016 Like New,N/A,"NRs 3,100,000.00","Single Owner and In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai i20 Active SX(+)” in Sporty Dual White. 100% […]",,,
Single Owner Hyundai Tucson Low Run Excellent condition,N/A,"NRs 2,200,000.00","Presenting the Most wanted Hyundai’s Flagship model “The Tucson 2005 Fully Loaded spec”, In original paint work. (Free from accidents and Scratches) low Run.�Single handed […]",,,
Single Owner Suzuki Swift 2013 Low Run Like New,N/A,"NRs 1,975,000.00",Sporty Hatch Back from Suzuki the Swift VXi (Excellent Resell Valued Vehicle) Single owner and excellent quality Suzuki Swift Vxi 2013 in Super excellent condition. […],,,
"Single Owner Hyundai i10 Grand Magna 2015, Low Run",N/A,"NRs 2,050,000.00","Excellent condition Hyundai i10 Grand Magna 2015 in Tidy white finish, comparison near to showroom condition. Low run (16 thousands Km), with untouched tool kit […]",,,
"Hyundai Creta 1.6 Sx (+) Diesel Turbo Fully Loaded AirBags, Navi",N/A,"NRs 4,700,000.00","In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai Creta SX(+)” in Limited Edition Metallic Mystic Blue Color. 100% Original […]",,,
Single Owner New Ford Fiesta Style Full Option 2011 Excellent condition,N/A,"NRs 1,775,000.00","Single Owner New Ford Fiesta 2011 Trend Option with Dual AirBags and ABs, From from accidents and scratches. Carefully driven and well looked after vehicle […]",,,
Hyundai Grand i10 Magna 1.2cc 2014 Excellent condition,N/A,"NRs 1,950,000.00",Excellent condition Hyundai Grand i10 Magna 2014. Its condition is near to brand new and loaded with extra accessories comes fitted in the vehicle. No […],,,
Hyundai Grand i10 Sportz 1.2cc 2014 With Keyless Push Start,N/A,"NRs 2,050,000.00","Hyundai Grand i10 Sportz 2014 in super excellent condition. Nothing to spend on, Never been in any accidents, Excellent resale value. Low Run. Comes with […]",,,
Hyundai i20 Magna 2009 Turbo Diesel 1.4cc Excellent condition,N/A,"NRs 1,425,000.00",Excellent condition Hyundai i20 Magna 1.4cc Turbo diesel. Super powerful and fuel efficient. Free from accidents and scratches. This vehicle comes with ABs and Climate […],,,
"Single Handed Hyundai iGen i20 Asta Special Edition (Auto Headlight, Auto Wiper) 2013",N/A,"NRs 2,250,000.00",Single Handed Hyundai iGen i20 Asta 2013 (TOP NOTCH MODEL) in Excellent condition.  Nothing to spend on. Never been in any accidents.  LOW RUN VEHICLE Features: […],,,
Renault Duster 2017 RXZ+ (Diesel) Single OwnerUnder company warranty,N/A,"NRs 4,175,000.00","Excellent and in Brand new condition Renault Duster 2017 RXZ+ (Fully Loaded,Turbo diesel Edition). With MRP of NRs50,68,000/- This Vehicle is spotless and damage free(Fully […]",,,
Single Owner Hyundai Eon 2012 in Original paint Excellent condition,N/A,"NRs 1,225,000.00","Excellent condition Hyundai Eon single owner and in Excellent condition, comes with full service history and in original paint work. This Vehicle is free from […]",,,
Single Owner Hyundai Creta E Plus Low Run 14k Only,N/A,"NRs 3,800,000.00","Single Owner and in Excellent condition Hyundai Creta 2016 E plus with very low. Almost brand new in condition. Free from accidents and scratches, unused […]",,,
Single Owner Hyundai i10 Era 2009 Excellent condition,N/A,"NRs 1,250,000.00","Single Owner, Hyundai i10 Era 2009 dress in Beautiful Metallic grey, in Super immaculate condition. Good as brand new i.e. No Scratches nor any Dents, […]",,,
One Owner Volkswagen Polo Trend Line Excellent condition,N/A,"NRs 1,675,000.00","Single Owner, Volkswagen Polo trend line 2012 in Purest white, in Super immaculate condition. Good as brand new i.e. No Scratches nor any Dents in […]",,,
Excellent condition Hyundai i10 Magna 2009 In Kathmandu cars,N/A,"NRs 1,350,000.00",Excellent condition Hyundai i10 Magna 2009 (Full Option) in Metallic Champagne Gold. This Vehicle is solely driven and comes intact in its original wheels. Free […],,,
One owner Hyundai Getz Full Option in Excellent condition Cars Nepal,N/A,"NRs 975,000.00",One pre owned immaculate vehicle from Hyundai Getz 2007 in Metallic Sky Blue. Full option and in latter design. This Vehicle is kept in pristine […],,,
Excellent condition Hyundai i20 Magna 2009,N/A,"NRs 1,450,000.00","Excellent condition Hyundai i20 Magna 2009 in Metallic Champagne Gold, free from major accidents. Scratch-less and damage free vehicle for anyone looking a quality bargain. […]",,,
Single Owner Toyota Etios VX In Brand new condition,N/A,"NRs 1,925,000.00","Single owner and in Excellent condition the Luxury sedan from Toyota 2013, fully loaded VX grade model, low run. Still intact in Original paint work […]",,,
Excellent condition Ford Figo in Showroom condition,N/A,"NRs 1,200,000.00",Excellent condition Ford Figo Zxi/Exi in original paint work condition. Drives and feels just as a new vehicle. Minor scratches but nothing visible at a […],,,
Excellent condition Hyundai i10 Sportz 2011 Silver,N/A,"NRs 1,575,000.00",Excellent condition Hyundai I10 Sportz 2011 in scratch less and accident free condition. Nitty-gritty Bits. * Freshly polished and touched up to its original condition. […],,,
Excellent condition Ford Figo Titanium with Sterring controls,N/A,"NRs 1,350,000.00","Ford Figo in Excellent condition, Ford’s top of the range model Figo Titanium, free from scratches and in immaculate condition. Comes loaded with AirBags, ABs, […]",,,
Single Hand Hyundai i10 2012 Excellent condition Low Run,N/A,"NRs 1,625,000.00","Single Owner, In Excellent condition Hyundai i10 Magna 2012 in near to brand new condition, loaded with extra accessories. Pure Excellence in Quality(Viewing is a […]",,,
Ford Figo Titanium 2014 Excellent condition Low Run Fully Loaded,N/A,"NRs 1,550,000.00","Ford Figo 2014 Full Option (Titanium) in Excellent condition. Comes with Dual Airbags, ABS, Bluetooth, Alloys wheels, Unused Spare tyre. Custom Decorated Brake callipers Plus, […]",,,
Single Owner Hyundai Getz Full Option in Excellent condition 2008,N/A,"NRs 999,000.00","Single hand and in Excellent condition, Hyundai Getz 2008. Full Option and accident free, no issues or problems. Still intact in its original condition, in […]",,,
Single Owner Toyota Hilux 4WD in Excellent condition,N/A,"NRs 3,500,000.00",Single Owner Toyota Hilux 4wd 2008 in Excellent condition free from scratches and any major accidents. Drives in perfect condition without a single bit of […],,,
Excellent condition Honda City 2016 Fully Loaded VXMT Sunroof,N/A,"NRs 3,825,000.00","Single owner Honda City VXMT 2016, fully Loaded with Sunroof, Cruise ctrl, and many more. In Showroom condition Fresh as New. Top trim model loaded […]",,,
Excellent condition Hyundai Santro 2007 Embossed Number plate,N/A,"NRs 1,075,000.00","Excellent condition Hyundai Santro Full Option 2007, newly and refurbished to its original condition. Free from scratches and dents, interior looks surprisingly new for its. […]",,,
Excellent conditio Hyundai i10 Magna 1.2 Kappa engine Single Owner,N/A,"NRs 1,350,000.00","Hyundai i10 Magna 1.2cc Kappa engine in super excellent condition. This vehicle is free from accidents and in excellent condition. Newly polished paint work, original […]",,,
Hyundai i20 Asta Single Owner Excellent condition,N/A,"NRs 1,565,000.00","Excellent condition Hyundai i20 Asta 2009 Single owner in beautiful Silky silver. Free from accidents, scratches and any problems. New set of tyres and freshly […]",,,
Excellent Condition Suzuki Swift Quality Modification Zxi Pearl White,N/A,"NRs 2,175,000.00","Excellent condition Suzuki Zxi 2013 in Spotless metallic pearl white, intact in original paintwork. No accidents, No scratches, 100% Quality modification and a Real head […]",,,
Excellent Condition Kia Picanto 2008 With Alloys wheels,N/A,"NRs 1,025,000.00","Excellent condition Kia Picanto full option 2008, loaded with all four power windows, Sony touch screen and reverse camera plus sporty Alloys wheels. This Vehicle […]",,,
Excellent Condition Zotye with ABs 1.6 Special Edition,N/A,"NRs 1,025,000.00",Excellent condition Zotye 2009 1.6cc Specially ordered ABs edition. Drivers perfectly for its age. Free from major accidents and damages. A Japanese Daihatsu Terios look […],,,
Brand New Condition Hyundai Creta SX+ 2017 Run 5k Only,N/A,"NRs 4,675,000.00","Super excellent and Brand new condition Hyundai’s flagship The Creta, Sx +”Top Variant”2017 Model in custom ordered Metallic Dark Pearl(Black). with a minimal running of […]",,,
Excellent condition Honda City Smt 2009 with custom seats,N/A,"NRs 1,850,000.00","Single owner and in Excellent condition, drives and feels like new. Loaded with customized seats finished in diamond cut design, giving it a even more […]",,,
Single Owner Hyundai Grand i10 Asta O in Excellent condition,N/A,"NRs 2,225,000.00","One owner, carefully driven Hyundai’s highest resell value holding, the luxuries Grand Asta ‘O’ in Super excellent condition. Free from accidents and damages, not a […]",,,
Excellent condition Maruti Suzuki Swift Vxi Sporty Hatchback,N/A,"NRs 1,199,000.00","Immaculate condition Maruti Suzuki swift Vxi in spotless condition 2007. Free from accidents and damages, freshly polished and touched up to original standard. No expenses […]",,,
Excellent condition Suzuki Swift 2012 One Owner Alloys,N/A,"NRs 1,825,000.00","Single Handed Maruti Suzuki Swift Vxi 2012 in Superbly Immaculate condition. Free from accidents and upgraded Alloy wheels, Zxi Audio system and spotless and near […]",,,
Single Owner and In immaculate condition Hyundai i10 2012 Era,N/A,"NRs 1,499,000.00","Single Owner and in immaculate condition dressed in beautiful Metallic Maroon with a minimal running. Absolutely, spotless and brand new condition with all 4 brand […]",,,
Excellent condition Kia Sportage New Shape,N/A,"NRs 3,399,000.00","Almost new Kia Sportage 2010 in latter shape the compact crossover SUV 4×4 in Super Excellent condition, is completely scratch less and accident free. Minimal […]",,,
Single Owner Ford EcoSport 2016 in Excellent condition,N/A,"NRs 2,575,000.00","Excellent condition, single owner Ford Ecosport 2016 Ambient in super excellent condition with almost original paint work. Interiors and Exteriors are very clean and new […]",,,
Single Owner Ford Figo 2011 Titanium Excellent Condition,N/A,"NRs 1,350,000.00","Single Hand Ownership and in Excellent condition Ford’s top of the range model Figo Titanium, free from scratches and in immaculate condition. Comes loaded with […]",,,
Maruti Suzuki Swift Dzire 2013(Excellent Condition)New Shape,N/A,"NRs 1,850,000.00","Excellent Condition Suzuki Swift Dzire 2013 VXI (Full Option). New Shape. Comes with excellent sounding 4 speaker sound system(i.e. Original), with wooden finished interiors and […]",,,
Hyundai Getz Single Handed in Excellent condition 2009,N/A,"NRs 1,200,000.00","Excellent condition, Super brand new condition Hyundai Getz 2009. Full Option and accident free, no issues or problems. Still intact in its original condition. First […]",,,
Immaculate Condition Maruti Suzuki Baleno Single Hand Full Option,N/A,"NRs 2,550,000.00","Maruti Suzuki Baleno Delta 2017 with AirBags and ABs in immaculate condition, with running of 17k Only this Vehicle is free from scratches and accidents. […]",,,
Single Hand Excellent Condition Hyundai i10 Magna 1.2cc,N/A,"NRs 1,625,000.00","Excellent condition Hyundai 1.2cc Magna 2012, free from scratches and any accidents. Fully inspected and checked. For Test Drive and inspection Please contact 9801188666 Priced@NRs16,25,000/-(Negotiable)",,,
Excellent Condition Hyundai Tucson 2013 Low running 32kkm Only,N/A,"NRs 4,650,000.00",Super Excellent Condition Hyundai Tucson GL 2013 in its Original glory. No Accidents and Scratches free. This SUV is Fully Loaded with accessories including Side […],,,
Single Hand Excellent Condition Ford Ecosport 2014 with running of 22k km Only,N/A,"NRs 2,550,000.00","Excellent condition, single owner Ford Ecosport 2014 Trend in super excellent condition with almost original paint work. Interiors and Exteriors and very clean and new […]",,,
Single Hand Excellent Condition Hyundai Santro 2010 immaculate condition,N/A,"NRs 1,225,000.00","Single Owner Hyundai Santro 2010 is super immaculate condition, not a single visible scratch, Brand new tyres. Free from accidents and neat condition both inside […]",,,
Single Hand Excellent Condition Renault Kwid 2017,N/A,"NRs 1,799,000.00","Excellent condition Renault Kwid 2017 RXT One owner in near brand new condition. No scratches, No Dents, Low Run. Comes with AirBag, TouchScreen Bluetooth, with […]",,,
Maruti Suzuki Wagon R 2013 Silver Alloys Excellent Condition,N/A,"NRs 1,375,000.00",Single handed Maruti Suzuki Wagon R 2013 in brand new condition. Comes with Suzuki Alloy wheels. Nothing to spend on. Never been in any accidents. […],,,
Single Hand Excellent Condition Asta Hyundai 2010 in Super clean condition,N/A,"NRs 1,525,000.00","Immaculate and single owner i10 2010 ASTA from HYUNDAI, the most reselling valued vehicle in Nepal. Quality given a 100% assurance, this vehicle is free […]",,,
Excellent condition Maruti Suzuki Alto 2013 Lxi,N/A,"NRs 1,200,000.00","Excellent condition Maruti Suzuki Alto 2013 Lxi With A/c, Power windows, Power steering. In almost all original paint work, with low running of only 22,000 […]",,,
Immaculate Condition Maruti Suzuki Baleno Single Hand,N/A,"NRs 2,175,000.00","Maruti Suzuki Baleno 2016 with AirBags and ABs in immaculate condition, this Vehicle is free from scratches and accidents. Visit us for inspection and test […]",,,
Excellent condition Maruti Suzuki Swift 2010 New Tyres,N/A,"NRs 1,525,000.00","Excellent condition Swift VXI 2010 in near Brand new condition. Free from accidents and new set of wheels. Tax and Insurance inclusive Priced @NRs15,25,000/- Test […]",,,
Excellent condition Toyota Rav4 Full Option 2010 Super Clean condition,N/A,"NRs 4,800,000.00","Super Excellent Condition Toyota Rav 4 2010 in its Original glory. No Accidents and Scratches free. This SUV is Fully Loaded with accessories including, Decorative […]",,,
Excellent condition Hyundai Eon 2012 Super clean,N/A,"NRs 1,200,000.00","Hyundai Eon Era Plus in Excellent condition. Previously owned by a lady Medical Dr. This Vehicle is free from accidents and scratches, in excellent condition. […]",,,
"Single Hand Excellent Condition Toyota Corolla Lx, Alloys, Customised Seats",N/A,"NRs 2,525,000.00","Excellent condition Toyota Corolla Lx 2008, Single owner and much carefully drive corolla lx(Japanese Make). This Vehicle is free from accidents and major repairs, much […]",,,
Single Hand Hyundai Eon Era Plus 2012,N/A,"NRs 1,200,000.00","Single hand Excellent condition Hyundai Eon Sportz 2012. This Vehicle is free from accidents and good as brand new. Comes Cd system, Usb, Power windows, […]",,,
Ford Classic TDCI Turbo Diesel  2015 Full Option Single Handed,N/A,"NRs 1,725,000.00",Single Handed Ford Classic TDCI Turbo 2015 year model in Excellent condition. Cheap and reliable comfortable sedan to grab on Immediately. This sedan has been […],,,
Single Hand Kia Picanto 20011 Excellent condition Low run,N/A,"NRs 1,175,000.00","Single Handed and in excellent condition Kia Picanto 2010 (Full Option), this vehicle is in its original condition with finest looking interiors. Loved and much […]",,,
Volkswagen VW Polo  Polo G TopTrim High Line 1.6cc 2014 Excellent condition,N/A,"NRs 2,350,000.00",Single Owne Excellent condition Volkswagen VW Polo ‘G’ 2014 top of the Range HighLine 1.6 cc edition is Carbon Steel colour. This Vehicle is a […],,,
Single Owner Ford figo Zxi 2012 in super excellent condition,N/A,"NRs 1,325,000.00","Excellent condition,Single Hand Ford Figo ZXI 2012 with Bluetooth hand free system for both telephone and music audio. Fully tested and inspected for quality assurance […]",,,
Single Owner Honda Jazz SMT full option 2010 Kathmandu Nepal,N/A,"NRs 1,600,000.00","Excellent condition, One owner Honda Jazz 2010 Smt (Full Option) in really pristine condition, this vehicle is really well looked after by its previous owner. […]",,,
Single Hand TATA Safari Storme In super excellent condition,N/A,"NRs 3,000,000.00","Single Owner Tata Storme LX 2015 Suv 2 in Beautiful Bronze Loaded with Alloys wheels ABs, Tilt able Steering wheel, Plus full accessories loaded. This […]",,,
Single Hand Excellent Condition Maruti Suzuki Swift ZXI Pearl White,N/A,"NRs 2,099,000.00","Single Owner Maruti Suzuki Swift 2013 ZXI in Beautiful Pearl White is Loaded with AirBags, Alloys wheels ABs, Tilt able Steering wheel, Plus full accessories […]",,,
Single Owner Hyundai Eon Sportz AirBag 22k km Run,N/A,"NRs 1,300,000.00",Excellent condition Hyundai Eon Sportz 2012 with running of only 21k Km. One of a special order model with AirBag and Original cd system. This […],,,
