Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand
Single Hand Ford Figo 2013 Titanium Excellent condition,N/A,"NRs 1,425,000.00","Single Hand Ownership and in Excellent condition Ford’s top of the range model Figo Titanium, free from scratches and in immaculate condition. Comes loaded with […]",,,
Single Hand Excellent Condition Maruti Swift VXI 2013,N/A,"NRs 1,899,999.00",Single Hand and in Excellent condition Swift VXI 2013 in near Brand new condition. This Vehicle is free from accidents and scratchless. Test Drive is […],,,
Single Hand Excellent Condition Hyundai Grand I10 Magna 2015,N/A,"NRs 2,075,000.00","Single Hand Excellent condition Hyundai Grand i10 Magna 2015. Its condition is near to brand new and loaded with extra accessories, which is fitted in […]",,,
Super Excellent Hyundai i20 ASTA in Super New condition 2010 Blue Light,N/A,"NRs 1,650,000.00","Excellent condition Hyundai i20 Asta 2010 with Blue dash Dial, Fully Loaded with Reverse Parking sensors, Dual AirBags, ABs, Alloy wheels, Climate control A/c, Tilt […]",,,
Hyundai Creta (E Plus) LowRun 12000km Excellent condition Single owner,N/A,"NRs 3,775,000.00","Super excellent condition Hyundai’s flagship The Creta,E plus with very low Run (12000) Only, Full service history provided. 2016 Model with not a single scratch. […]",,,
Excellent condition Single Hand Hyundai Accent 2009 Full Option,N/A,"NRs 1,525,000.00",Single Handed HYUNDAI Accent 2009 in Super excellent immaculate condition. Nothing to spend on. Never been in any accidents. First to see will definitely buy […],,,
Excellent condition Hyundai i20 Magna Alloys and Climat ctrl,N/A,"NRs 1,525,000.00",Excellent condition HYUNDAI I20 Magna 2010 in immaculate condition. Nothing to spend on. Never been in any accidents. First to see will definitely buy it. […],,,
Single Owner Hyundai Tucson 2011 58 KM Excellent Condition),N/A,"NRs 3,799,000.00",Super Excellent Condition Hyundai Tucson GL 2011 in its Original glory. (Comes with full Hyundai Service History and Guaranteed Original Km run). No Accidents and […],,,
Daihatsu Sirion 2009 1.3 fully Loaded Excellent Condition,N/A,"NRs 1,299,999.00","Excellent Condition Daihatsu(Toyota) Sirion 2009 1300cc fully loaded with Dual Airbags, ABs, VSc (Stability control) in super good condition. This vehicle has been freshly refurbished […]",,,
Excellent condition Maruti Suzuki Wagon R VXI,N/A,"NRs 1,325,000.00","Single Handed Maruti Suzuki Wagon R VXI 2012 year model in Brand New condition. Nothing to spend on, Never been in any accidents. Excellent Milage, […]",,,
Mahindra Reva Electric Car 2011 Excellent condition NO MORE FUEL,N/A,"NRs 975,000.00",Excellent condition Mahindra Reva Electric 2011 with running of only 23000 km Only. Battery condition has been fully refurbished and in excellent brand new standard […],,,
Single Owner Hyundai i20 Magna Super excellent condition 2009,N/A,"NRs 1,490,000.00",Single Handed HYUNDAI I20 Magna 2009 in immaculate condition. Nothing to spend on. Never been in any accidents. First to see will definitely buy it. […],,,
Single Handed Excellent condition Hyundai Eon 2014 Only 17000Running,N/A,"NRs 1,325,000.00","Single Handed Hyundai Eon Era+ 2014 in Brand New condition. Nothing to spend on. Never been in any accidents. Excellent milage, low maintenance cost. Running […]",,,
Honda City ZX 10th Anniversary edition Full Option Automatic Transmission AT,N/A,"NRs 1,550,000.00",Excellent condition Honda City Zx 10th Anniversary edition Automatic in Super excellent condition. This Vehicle free from scratches and in its original condition. Interior and […],,,
Volkswagen Vw Polo Toptrim High Line 1.6cc 2013 Excellent condition,N/A,"NRs 2,150,000.00",Excellent Volkswagen polo 1.6 2013 HighLine top of the Range model. Near Brand New Condition with full VW service history. This Vehicle has done only […],,,
Excellent condition KIA Picanto 2007 FULLY LOADED,N/A,"NRs 875,000.00",Excellent condition Kia Picanto 2007 full option with leather interior in near immaculate condition. This Vehicle is loaded with extra accessories fitted in the vehicle. […],,,
Single Handed Excellent condition Grand i10 Magna 2014,N/A,"NRs 1,975,000.00",Excellent condition Hyundai Grand i10 Magna 2014. Its condition is near to brand new and loaded with extra accessories comes fitted in the vehicle. Equipped […],,,
Excellent condition KIA SPORTAGE 2007 FULLY LOADED 2007,N/A,"NRs 2,525,000.00","Excellent condition Kia Sportage 4WD 2007 Diesel fully loaded with Traction control, AirBags, ABs, Leather seats plus many more. This Vehicle is free from accidents […]",,,
CHEVROLET Aveo Lt Fully Loaded Leather Finished 2009 AirBags ABs,N/A,"NRs 1,175,000.00","Excellent condition Aveo 2009 LT in original paint, with upgraded alloy wheels. Interior is finished in wood and pure leather. Inside and Outside is like […]",,,
Single Handed Excellent condition Grand i10 Asta 7000k km only 2015,N/A,"NRs 23,000,000.00","Single Owner Hyundai i10 Grand Asta with running of only 7000 km. This Vehicle is super neat and tidy inside and loaded with accessories. PushStart, […]",,,
"Excellent condition Maruti Suzuki AStar ZXI (AirBags,ABs)",N/A,"NRs 1,175,000.00",Excellent condition Maruti Suzuki Astar Zxi in Excellent Condition with Airbags and ABs. Scratch less and Nearly new condition Nothing to Spend on. Never been […],,,
Hyundai iGen i20 Asta Top Fully Loaded Model DRL edition,N/A,"NRs 2,199,000.00",Description Single Handed Hyundai iGen i20 Asta 2013 in Excellent condition. Nothing to spend on. Never been in any accidents. With only 26000 Km. Priced […],,,
Single Hand super Excellent condition Hyundai Creta 17k Km Only White,N/A,"NRs 4,175,000.00","Super excellent condition Hyundai’s flagship The Creta, Sx Plus with very low Run (17000) Only, Full service history provided. 2015 Model with not a single […]",,,
Single Hand Excellent condition Maruti Swift Zxi 2015 Push Start model,N/A,"NRs 2,275,000.00","Excellent condition Maruti Swift Zxi 2015 Push Start model in Super excellent condition, Manufactured 2014 December edition. This Vehicle is really clean inside and outside, […]",,,
"Excellent condition Chevrolet Aveo UVA Lt Fully Loaded AirBag, ABs 2009",N/A,"NRs 975,000.00","Excellent condition CHEVROLET Aveo UVa HacthBack with Back Camera, ABs and AirBag. Condition is super excellent and free from damages or scratches. Fully Loaded option […]",,,
Excellent condition Volkswagen Highline Polo 1.2cc,N/A,"NRs 1,675,000.00","Excellent condition Volkswagen Polo Trend line 2012, well looked after and serviced on time. Icy Air condition and free from scratches, looks and feels just […]",,,
Single Owner Maruti Suzuki Swift Dzire 2010 Excellent condition,N/A,"NRs 1,550,000.00",Single owner and in Excellent Condition Suzuki Swift Dzire 2010 VXI (Full Option all four power windows). Comes with excellent sounding 4 speaker sound system(i.e. […],,,
Single Owner Volkswagen VW Polo TopTrim High Line 1.6cc 2013 Excellent condition,N/A,"NRs 2,150,000.00",Description Single Handed Volkswagen polo 1.6 2013 HighLine top of the Range model. Near Brand New Condition with full VW service history. This Vehicle has […],,,
Renault Duster Rxz + Diesel 2016 with only 8000 KM,N/A,"NRs 4,100,000.00","Brand New condition Renault Duster RXZ+ Turbo Diesel with Only 9000 km Run, in all original paint. Almost 10 Lakhs off from brand new price. […]",,,
Single Owner Suzuki Grand Vitara 4WD Original Paint Excellent condition,N/A,"NRs 1,600,000.00","Singly Driven, Excellent condition Suzuki Grand Vitara 4WD, 2002 amazingly intact in its Original paint and condition. Loaded with Dual AirBags, ABs, Alloy wheels, original […]",,,
Hyundai Santro Xing XO 2006 Single Handed,N/A,"NRs 1,050,000.00","Single Handed Hyundai Santro XO 2006 in Excellent condition. Low Km, Excellent Milage and Good Resale Value. Well maintained and have been serviced in Authorised […]",,,
Hyundai Santro GLS 2009 Single Handed,N/A,"NRs 1,125,000.00","Single Handed Hyundai Santro GLS 2009 in Excellent condition. Nothing to spend on, Free from accidents or scratches. Priced @NRs11,25,000/- or Nearest offer accepted Book […]",,,
Nissan Navara LE 2010 4×4 for SALE,N/A,"NRs 3,200,000.00",Nissan Navara LE 2010 Double Cab Pick Up in extremely well condition. Have been used privately so this vehicle is what you are looking for. […],,,
Maruti Suzuki Wagon R VXI 2013 Excellent Condition Single Handed,N/A,"NRs 1,475,000.00","Single Handed Maruti Suzuki Wagon R VXI 20143 year model in Brand New condition. Nothing to spend on, Never been in any accidents. Excellent Milage, […]",,,
Ford Classic 2014 Full Option Single Handed,N/A,"NRs 1,525,000.00",Single Handed Ford Classic 2014 year model in Excellent condition. Cheap and reliable comfortable sedan to grab on Immediately. This sedan has been well maintained […],,,
Honda Brio SMT 2014 Full Option Single Handed,N/A,"NRs 1,625,000.00","Single Handed Honda Brio IVTEC SMT 2014 in immaculate condition. Not even a minor scratch. Comes with all four brand new tyres. Steering Mounted Controls, […]",,,
Excellent condition Kia Picanto 2010 Full Option,N/A,"NRs 1,199,000.00","Excellent condition Kia Picanto Full Option 2010 in Super excellent condition, comes with all 4 power windows, Alloy wheels, Cd/Audio system. This Vehicle is surprisingly […]",,,
Single Hand Ford Ecosport 2014 TDCI Turbo Diesel Injection Original paint,N/A,"NRs 2,899,999.00","For Sale is Ford Ecosport 2014 Luxury Edition Titanium with Powerful Turbo engine and excellent diesel mileage. Loaded with (AirBags, Steering mounted controls, Voice command […]",,,
Excellent Condition Ford Figo Lxi with Original Alloy wheels and Ford Audio,N/A,"NRs 1,275,000.00","Excellent condition Ford Figo lxi 2013 make, loaded with original ford alloy wheels worth over one lakhs plus original Ford bluetooth system with excellent sounding […]",,,
Single Owner Maruti Suzuki Van 2012 Excellent condition Low Run,N/A,"NRs 900,000.00","Excellent condition Maruti Van 2012 with Heater with not even a single scratch. Low Run with Genuine running of only 20k, unused Spare wheel. Grab […]",,,
HYUNDAI i10 Dlite 2009,N/A,"NRs 1,050,000.00","Excellent condition Hyundai i10 Dlite year 2009. Drives excellent with no problems. Free from accidents and scratches. Priced reasonably @NRs10,50,000/-(Nearest offer accepted) Call 980 11 […]",,,
"Single Owner Hyundai Grand Magna AirBag edition, Low Run",N/A,"NRs 2,099,999.00","Single Owner Hyundai Grand i10 Magna 2016 with Airbags and with Original Bluetooth Audio system. Free from accidents and in excellent quality. Priced @NRs20,99,999/-(Near Offers […]",,,
Excellent Condition Volkswagen Highline Polo G 2014 Carbon Steel,N/A,"NRs 2,325,000.00",Excellent condition Volkswagen VW Polo ‘G’ 2014 top of the Range HighLine edition is Carbon Steel colour. This Vehicle is a fully loaded with Climate […],,,
Single Owner Hyundai Grand i10 Asta 2014 16k Run Excellent condition,N/A,"NRs 2,225,000.00",Single Owner Hyundai i10 Grand Asta ‘O’ with running of only 16000 km. This Vehicle is super neat and tidy inside and loaded with accessories. […],,,
Nissan X-Trail 4WD Excellent condition Sunroof Fully Loaded,N/A,"NRs 2,550,000.00","Excellent condition Japanese Suv(4WD) NISSAN X-Trail 2006 Fully loaded with Sunroof, Electronic motorised seats, Leather finished, Climate control, Reverse camera, Hunting lights and many more. […]",,,
HYUNDAI SONATA Gls Double SunRoof FULL Loaded Edition,N/A,"NRs 3,700,000.00","Excellent condition, Single owner — The Most Luxurious Iconic Hyundai Sonata Gls 2011 with Dual Glass Roof, Fully loaded and dressed in Dual Tone Metallic […]",,,
Single Owner Ford Figo Zxi 2013 in super excellent condition,N/A,"NRs 1,450,000.00",Single Owner Ford Figo 2013 ZXI in excellent condition with steering mounted controls and upgraded original ford Alloy wheels. This Vehicle is free from accidents […],,,
Single Hand Maruti Suzuki Wagonr VXI,N/A,"NRs 699,000.00","Excellent condition Maruti Suzuki Wagon R VXI Full Option Loaded with(Power Steering, Power windows, Audio system) in Super excellent condition. This Vehicle is in surprisingly […]",,,
Single Handed Hyundai Getz 2007 Excellent condition,N/A,"NRs 975,000.00",Single Handed Hyundai Getz 2007 Full Option in excellent condition. With very clean and tidy interiors and almost original paint work. Comes with all four […],,,
Single Owner Volkswagen VW Polo TopTrim High Line 1.6cc 2013 Excellent condition,N/A,"NRs 2,175,000.00",Excellent Condition Volkswagen Polo 2013 HighLine 1.6cc in super beautiful condition. Single owner and full-service history. Free from scratches and in excellent driving condition. Not […],,,
Excellent Condition Zen Estilo 2008 Single Handed,N/A,"NRs 900,000.00","1 Previous owner only, Excellent new looking car with a very clean interior and freshly refurbished paint work. Smart Looks and feels new condition ma. […]",,,
Excellent Condition New Ford Figo 2014 Exi (11K Running Only),N/A,"NRs 1,500,000.00",Brand New condition Ford Figo 2014 in all original paint and in very low km(Run). What more can i say about this smart and tidy […],,,
Excellent Condition Hyundai Santro Gls 2009,N/A,"NRs 1,125,000.00",Excellent condition Hyundai Santro Gls is super excellent condition 2009. Free from accidents or scratches. Comes with all 4 new tyres and excellent condition interiors. […],,,
Honda City ZX 10th Anniversary Edition Full Option Excellent condition,N/A,"NRs 1,475,000.00",Excellent condition Honda City Zx Gxi 10th Anniversary edition in Super excellent condition. This Vehicle free from scratches and in its original condition. Interior and […],,,
Single Owner Toyota Land cruiser Prado TX 2008 in Excellent condition,N/A,"NRs 7,600,000.00","Excellent condition Toyota LandCruiser Prado TX 2008 in super excellent condition, with very clean interior and exterior. A reliable Ultimate Off roader 4WD without compromising […]",,,
Single Owner Hyundai Grand Xcent S 2014 Excellent condition,N/A,"NRs 2,200,000.00",Excellent condition Hyundai Xcent ‘S’ mid sized sedan in super immaculate condition. This Vehicle is singly driven and well looked after by its previous owner. […],,,
Hyundai Grand i10 Asta ‘O’ 2014 Excellent condition,N/A,"NRs 2,200,000.00","Excellent condition Hyundai Grand i10 Asta ‘O’ 2014 in super excellent condition, with full service history i.e. original Km. Loaded with full accessories (Leather seat […]",,,
Single Handed Renault Kwid Automatic Transmission 2017 Only 5000km,N/A,"NRs 1,950,000.00",Excellent condition Renault Kwid 2017 fully loaded in Automatic transmission with running of only 5000km(Full Service History). This Vehicle is free from accidents and in […],,,
