Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,specific_model
Honda City 1.5 VMT 2014 Buy in Kathmandu Nepal,,"NRs 30,50,000","Single Handed Honda City VMT in immaculate condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS, Alloy Wheels.",,,,City 1.5 VMT Buy in Kathmandu Nepal
Volkswagen Vento 1.6 Trendline 2013 Buy in Kathmandu,,"NRs 23,00000",Single Handed Volkswagen Vento 1.6 Comfortline in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,Vento 1.6 Trendline Buy in Kathmandu
Hyundai i20 Asta 2010 Buy in Kathmandu Nepal,,"NRs 17,25,000",Single Handed Hyundai i20 Asta 2010 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Dual Air […],,,,i20 Asta Buy in Kathmandu Nepal
Maruti Suzuki WagonR VXI 2007 Buy in Kathmandu Nepal,,"NRs 8,25,000",Single handed Suzuki WagonR VXI 2007 in Excellent condition. Nothing to spend on. Never been in any accidents. Excellent Milage.,,,,WagonR VXI Buy in Kathmandu Nepal
Hyundai I20 Sportz 2013 Next Gen Buy in Kathmandu Nepal,,"NRs 21,50,000",Single handed Hyundai i10 Sportz 2013 in excellent condition. Nothing to spend on. Never been in any accidents. Well maintained.,,,,I20 Sportz Next Gen Buy in Kathmandu Nepal
Ford Figo 2012 EXI Buy in Kathmandu Nepal,,"NRs 13,25,000",Single Handed Ford Figo in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,Figo EXI Buy in Kathmandu Nepal
Hyundai Santro 2009 buy in Kathmandu Nepal,,"NRs 11,50,000",Hyundai Santro 2009 GLS in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Santro buy in Kathmandu Nepal
Hyundai I20 Active 2016 Buy in Kathmandu Nepal,,"NRs 32,00000",Single Handed Hyundai Active 2016 in brand new condition. Nothing to spend on. Never been in any accidents. Fresh as new. 2600km Run only.,,,,I20 Active Buy in Kathmandu Nepal
Hyundai Getz 2008 Buy in Kathmandu Nepal,,"NRs 12,00000",Single Handed Hyundai Getz 2008 in brand new condition. Nothing to spend on. Never been in any accidents. Fresh as new. 26000km Run only.,,,,Getz Buy in Kathmandu Nepal
Hyundai Grand i10 Asta 2013 Buy in Kathmandu Nepal,,"NRs 22,00000",Single Handed Hyundai Grand i10 Asta 2013 in excellent condition. Nothing to spend on. Never been in any accidents. With only 29000 Km.,,,,Grand i10 Asta Buy in Kathmandu Nepal
Ford Ecosport 1.5 Trend 2013 Diesel Buy in Kathmandu Nepal,,"NRs 28,50,000",Ford EcoSport 1.5 Trend 2013 Diesel in brand new condition. Nothing to spend on. Never been in any accidents.,,,,Ecosport 1.5 Trend Diesel Buy in Kathmandu Nepal
Volkswagen Vento 1.6 Comfortline 2013 Buy in Kathmandu,,"NRs 23,00000",Volkswagen Vento 1.6 Comfortline in Excellent Condition. Nothing to Spend on. Never been in any accidents.,,,,Vento 1.6 Comfortline Buy in Kathmandu
Hyundai I20 Sportz 2011 Buy in Kathmandu Nepal,,"NRs 17,00,000","Single Handed Hyundai I20 Sportz 2011 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Air bags, […]",,,,I20 Sportz Buy in Kathmandu Nepal
Maruti Suzuki Eeco Van 2015 with AC buy in Kathmandu Nepal,,"NRs 15,50,000",Single Handed 7 Seater Eeco Van 2015 with AC Nothing to spend on. Never been in any accidents,,,,Eeco Van AC buy in Kathmandu Nepal
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,,"NRs 15,50,000",Single Handed Hyundai i10 Magna 2010 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,i10 Magna Buy in Kathmandu Nepal
Ford Ecosport 1.5 Trend 2014 Buy in Kathmandu Nepal,,"NRs 27,75,000",Single Handed Ford EcoSport 1.5 Trend 2014 in brand new condition. Nothing to spend on. Never been in any accidents.,,,,Ecosport 1.5 Trend Buy in Kathmandu Nepal
Hyundai I20 Magna 2009 Buy in Kathmandu Nepal,,"NRs 15,25,000",Single Handed Hyundai I20 Magna in excellent condition. Nothing to spend on. Never been in any accidents.,,,,I20 Magna Buy in Kathmandu Nepal
Kia Picanto Ex Auto Gear 2014 Buy in Kathmandu Nepal,,"NRs 24,00000","Single Handed Kia Picanto Ex Auto Gear 2014 in Excellent condition. Nothing to spend on. Never been in any accidents. Comes with Sunroof, Airbags, Alloy […]",,,,Picanto Ex Auto Gear Buy in Kathmandu Nepal
Suzuki Zen 2005 Buy in Kathmandu Nepal,,"NRs 6,25,000",Maruti Suzuki Zen 2005 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Zen Buy in Kathmandu Nepal
Hyundai Accent 2008 Buy in Kathmandu Nepal,,"NRs 15,00000",Hyundai Accent 2008 in Brand new condition. Nothing to spend on. Never been in any accidents.,,,,Accent Buy in Kathmandu Nepal
Kia Picanto 2006 Buy in Kathmandu Nepal,,"NRs 8,25,000",Kia Picanto 2006 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Picanto Buy in Kathmandu Nepal
Daihatsu Terios 2008 Buy in Kathmandu Nepal,,"NRs 29,00000",Single Handed Daihatsu Terios 2008 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Daihatsu Terios Buy in Kathmandu Nepal
Hyundai i20 Sportz 2010 Buy in Kathmandu Nepal,,"NRs 17,00000","Hyundai i20 Sportz 2010 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Air bags, Alloy Wheels.",,,,i20 Sportz Buy in Kathmandu Nepal
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,,"NRs 15,25,000",Hyundai i10 Magna 2010 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,i10 Magna Buy in Kathmandu Nepal
Non Handed Ford Ecosport 1.5 Petrol 2016 Buy in Kathmandu Nepal,,"NRs 36,00000",Non Handed Ford EcoSport 1.5 Titanium 2016 in brand new condition. Nothing to spend on. Never been in any accidents. will be the first owner.,,,,Non Handed Ecosport 1.5 Petrol Buy in Kathmandu Nepal
Hyundai i20 Asta 2010 Buy in Kathmandu Nepal,,"NRs 17,00,000",Hyundai I20 Asta 2010 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new.,,,,i20 Asta Buy in Kathmandu Nepal
Maruti Suzuki Astar ZXi 2010 Buy in Kathmandu Nepal,,"NRs 11,75,000",Single Handed Maruti Suzuki AStar ZXi in Excellent Condition. Nothing to Spend on. Never been in any accidents. Comes with Dual Air Bag and ABS.,,,,Astar ZXi Buy in Kathmandu Nepal
Volkswagen Polo 1.2 Comfortline 2012 Buy in Kathmandu Nepal,,"NRs 18,00000",Volkswagen Polo 1.2 Comfortline in Excellent condition. Nothing to Spend on. Never been in any accidents.,,,,Polo 1.2 Comfortline Buy in Kathmandu Nepal
Hyundai Grand i10 Asta 2014 Buy in Kathmandu Nepal,,"NRs 24,00000",Hyundai Grand i10 Asta in excellent condition. Nothing to spend on. Never been in any accidents. With only 19000 Km.,,,,Grand i10 Asta Buy in Kathmandu Nepal
Swift Dzire LXI 2009 Buy in Kathmandu Nepal,,"NRs 13,25,000",Suzuki Swift Dzire LXI 2009 in Excellent condition. Nothing to spend on. Never been in any accidents.,,,,Swift Dzire LXI Buy in Kathmandu Nepal
Hyundai Eon Era+ 2014 Buy in Kathmandu Nepal,,"NRs 14,25,000",SingIe Handed Hyundai Eon Era + 2014 in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new. ExceIIent milage. […],,,,Eon Era Buy in Kathmandu Nepal
Suzuki Swift VXI 2005 Buy in Kathmandu Nepal,,"NRs 11,00000",Suzuki Swift VXI 2005 in Excellent condition. Nothing to spend on. Never been in any accidents.,,,,Swift VXI Buy in Kathmandu Nepal
Maruti Suzuki Alto 2002 Buy in Kathmandu Nepal,,"NRs 5,25,000",Alto 800 in Excellent condition. Nothing to spend on. Never been in any accidents. Excellent milage. low Maintenance cost. Comes With AC,,,,Alto Buy in Kathmandu Nepal
Hyundai I20 Magna 2009 Buy in Kathmandu Nepal,,"NRs 15,00,000",Hyundai I20 Magna in excellent condition. Nothing to spend on. Never been in any accidents.,,,,I20 Magna Buy in Kathmandu Nepal
Ford Figo 2011 Zxi Buy in Kathmandu Nepal,,"NRs 12,75,000",Single handed Ford Figo 2011 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Figo Zxi Buy in Kathmandu Nepal
Daihatsu Terios 2007 Buy in Kathmandu Nepal,,"NRs 27,50,000",Daihatsu Terios 2007 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Daihatsu Terios Buy in Kathmandu Nepal
Hyundai i10 Era 2009 Buy in Kathmandu Nepal,,"NRs 12,50,000",Hyundai i10 Era in excellent condition. Nothing to spend on. Never been in any accidents.,,,,i10 Era Buy in Kathmandu Nepal
Kia Sportage 2007 Buy in Kathmandu Nepal,,"NRs 21,00000",Kia Sportage 2007 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained. Excellent ground clearance.,,,,Sportage Buy in Kathmandu Nepal
Swift Dzire VXI 2010 Buy in Kathmandu Nepal,,"NRs 15,75,000",Suzuki Swift Dzire VXI 2010 in excellent condition. Nothing to spend on. Never been in any accidents. Excellent milage.,,,,Swift Dzire VXI Buy in Kathmandu Nepal
Hyundai Grand I10 Magna 2014 Buy in Kathmandu Nepal,,"NRs 20,50,000",Single Handed Hyundai Grand i10 Magna 2014 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Grand I10 Magna Buy in Kathmandu Nepal
Suzuki Omni van 2000 buy in Kathmandu Nepal,,"NRs 3,25,000",8 Seater Omni Van 2000 in Excellent condition. Nothing to spend on. Never been in any accidents.,,,,Omni van buy in Kathmandu Nepal
Hyundai Santro GLS 2009 Buy in Kathmandu Nepal,,"NRs 12,25,000",Single Handed Hyundai Santro 2009 GLS in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Santro GLS Buy in Kathmandu Nepal
Hyundai Grand i10 Asta 2014 Buy in Kathmandu Nepal,,"NRs 24,00000",Single Handed Hyundai Grand i10 Asta in excellent condition. Nothing to spend on. Never been in any accidents. With only 16000 Km.,,,,Grand i10 Asta Buy in Kathmandu Nepal
Ford Figo ZXI 2013 buy in Kathmandu Nepal,,"NRs 14,75,000",Single handed Ford Figo 2013 in excellent condition. Nothing to spend on. Never been in any accidents. Have run 19000 km only.,,,,Figo ZXI buy in Kathmandu Nepal
Hyundai santro Xing 2003 Buy in Kathmandu,,"NRs 8,25,000",semi Option Hyundai Santro 2003 in excellent condition with alloy Wheels. Nothing to spend on. Never been in any accidents. Excellent milage. low Maintenance.,,,,santro Xing Buy in Kathmandu
Maruti Suzuki Baleno 2016 Buy in Kathmandu Nepal,,"NRs 26,50,000",Single Handed Suzuki Baleno Delta 2016 in Brand New condition. Nothing to spend on. Never Been in any accidents. like Brand New. Have run only […],,,,Baleno Buy in Kathmandu Nepal
Hyundai Santro 2009 buy in Kathmandu Nepal,,"NRs 12,25,000",Hyundai Santro 2009 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Santro buy in Kathmandu Nepal
Maruti Suzuki Cargo Van 2012 Buy in Kathmandu Nepal,,"NRs 5,75,000",SingIe Handed Maruti Suzuki Cargo Van 2012 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Cargo Van Buy in Kathmandu Nepal
Maruti Suzuki Wagon R Vxi 2013 Buy in Kathmandu Nepal,,"NRs 15,25,000",Single Handed Wagon R 2013 in Brand New condition. Nothing to spend on. Never Been in any accidents. like Brand New.,,,,Wagon R Vxi Buy in Kathmandu Nepal
Suzuki Zen Estilo VXI 2010,,"NRs 11,00000",Single Hand Maruti Suzuki Zen Estilo VXI 2010 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Zen Estilo VXI
Hyundai Santro 2006 Buy in Kathmandu Nepal,,"NRs 9,25,000",Hyundai Santro 2006 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Santro Buy in Kathmandu Nepal
Hyundai Elantra GLS 2012 Buy in Kathmandu Nepal,,"NRs 36,00000",Excellent conditioned Hyundai Elantra 2012 GLS With Dual Air Bags in excellent condition. Nothing to spend on. Never been in any accidents. Well maintained. Comes […],,,,Elantra GLS Buy in Kathmandu Nepal
Toyota Corolla LX 2008 Buy in Kathmandu Nepal,,"NRs 27,00,000",Single Handed Toyota Corolla Lx 2008 in Excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with Dual Air […],,,,Corolla LX Buy in Kathmandu Nepal
Hyundai i20 Asta 2010 Buy in Kathmandu Nepal,,"NRs 17,50,000",Hyundai I20 Asta 2010 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh as new,,,,i20 Asta Buy in Kathmandu Nepal
Maruti Suzuki Alto Lx 800 2003,,"NRs 5,75,000",Maruti Suzuki Alto in excellent condition. Nothing to spend on. Excellent milage. Cheap Maintenance.,,,,Alto Lx 800
Hyundai Tucson GL 2008 Buy in Kathmandu Nepal,,"NRs 28,50,000",Single Hand Hyundai Tucson CRDI With Dual Air Bags in excellent condition. Nothing to spend on. Never been in any accidents. Well maintained. Comes with: […],,,,Tucson GL Buy in Kathmandu Nepal
Mahindra Scorpio 2014 Buy in Kathmandu Nepal,,"NRs 26,50,000",Mahindra Scorpio M2DI 2014 in Excellent Condition comes with AC and Power stering .Nothing to Spend on Never been in any accidents.,,,,Scorpio Buy in Kathmandu Nepal
Brand New Maruti Suzuki Baleno Available with Exchange Facility,,"NRs 30,69,000","Exchange a Brand New Suzuki Baleno of your choice. Extra discount offer. MRP Baleno Delta 1197 cc 30,69,000 Baleno Xeta 1197 cc 33,69,000 Baleno Sigma […]",,,,Baleno Available Exchange Facility
Hyundai Santro 2007 Buy in Kathmandu Nepal,,"NRs 11,25,000",Single Handed Hyundai Santro 2007 in excellent condition. Nothing to spend on. Never been in any accidents. excellent milage.,,,,Santro Buy in Kathmandu Nepal
Ford Figo ZXI 2012 buy in Kathmandu Nepal,,"NRs 13,75,000",Single handed Ford Figo 2012 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Figo ZXI buy in Kathmandu Nepal
Hyundai santro 2010 Buy in Kathmandu Nepal,,"NRs 12,25000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. excellent milage.,,,,santro Buy in Kathmandu Nepal
Suzuki Omni van 2014 buy in Kathmandu Nepal,,"NRs 11,25,000",single Handed 8 Seater Omni Van in Excellent condition. Nothing to spend on. Never been in any accidents. With only 21000 Km. Comes with Heater.,,,,Omni van buy in Kathmandu Nepal
Nissan D22 pick up 2002 buy in Kathmandu Nepal,,"NRs 17,00000",single handed Nissan D22 Pickup 2002 in Excellent condition. Nothing to spend on. Never been in any accident.,,,,D22 pick up buy in Kathmandu Nepal
Ford Figo ZXI 2012 buy in Kathmandu Nepa,,"NRs 13,75,000",Single handed Ford Figo 2012 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Figo ZXI buy in Kathmandu Nepa
Ford figo Titanium 2013 Buy in Kathmandu Nepal,,"NRs 16,75,000","Single handed Ford Figo 2013 in excellent condition. Nothing to spend on. Never been in any accidents. Comes with dual Airbags, ABS and many more […]",,,,figo Titanium Buy in Kathmandu Nepal
Tata Indica Xeta-GLX 2009,,"NRs 8,25,000",Single Handed Tata indica 2009 in excellent condition. Nothing to spend on. Never been in any accident.,,,,Indica Xeta-GLX
Kia Sportage 2007 Buy in Kathmandu Nepal,,"NRs 24,00000",Kia Sportage in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and well maintained. Excellent ground clearance.,,,,Sportage Buy in Kathmandu Nepal
Volkswagen Polo 1.2 Comfortline  2011 Buy in Kathmandu Nepal,,"NRs 17,50,000",Single handed Volkswagen Polo Trendline 2011 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,Polo 1.2 Comfortline Buy in Kathmandu Nepal
Hyundai santro 2002 Buy in Kathmandu Nepal,,"NRs 5,75,000",Hyundai Santro 2002 in excellent condition. Nothing to spend on. Never been in any accidents. Fresh and weII maintained.,,,,santro Buy in Kathmandu Nepal
Ford Figo ZXI 2012 Buy in Kathmandu Nepal,,"NRs 13,75,000",Single Handed Ford Figo in excellent condition. Nothing to spend on. Never been in any accidents. No one can beat in the price.,,,,Figo ZXI Buy in Kathmandu Nepal
Hyundai Grand i10 Magna 2014 Buy in Kathmandu Nepal,,"NRs 20,00000",Single Handed Hyundai Grand i10 Magna in excellent condition. Nothing to spend on. Never been in any accidents. With only 19000 Km,,,,Grand i10 Magna Buy in Kathmandu Nepal
Hyundai Santro 2007 Buy in Kathmandu Nepal,,"NRs 11,00000",Full Option Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Excellent milage. low Maintenance.,,,,Santro Buy in Kathmandu Nepal
Maruti suzuki swift ZXI 2015,,"NRs 24,00000",Single Handed Maruti Suzuki Swift XZI 2015 in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as new. Comes with […],,,,swift ZXI
Hyundai i10 Magna 2010 Buy in Kathmandu Nepal,,"NRs 14,75,000",Hyundai i10 Magna 2010 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,i10 Magna Buy in Kathmandu Nepal
Hyundai i10 Sportz 2011 Buy in Kathmandu Nepal,,"NRs 16,50,000",Single handed Hyundai i10 Sportz in excellent condition. Nothing to spend on. Never been in any accidents. Well maintained.,,,,i10 Sportz Buy in Kathmandu Nepal
Honda City 1.5 SMT 2011 Buy in Kathmandu Nepal,,"NRs 23,50,000","Single Handed Honda City in immaculate condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS, Alloy Wheels. Driven by […]",,,,City 1.5 SMT Buy in Kathmandu Nepal
Hyundai santro Gls 2003 Buy in Kathmandu Nepal,,"NRs 7,75,000",semi Option Hyundai Santro 2003 in excellent condition. Nothing to spend on. Never been in any accidents. Excellent milage. low Maintenance.,,,,santro Gls Buy in Kathmandu Nepal
Maruti Suzuki Swift VXI 2006 Buy in Kathmandu Nepal,,"NRs 11,50,000",Maruti Suzuki Swift VXI 2006 in Excellent condition. Nothing to spend on. Never been in any accidents.,,,,Swift VXI Buy in Kathmandu Nepal
Maruti Suzuki SX4 2010 Buy in Kathmandu NepaI,,"NRs 14,75,000",SingIe Handed Suzuki SX4 in excellent condition. Nothing to spend on. Never been in any accidents,,,,SX4 Buy in Kathmandu NepaI
Hyundai Accent  2006 Buy in Kathmandu Nepal,,"NRs 12,25,000",Hyundai Accent in Brand new condition. Nothing to spend on. Never been in any accidents. With only 21000 Km. First to see will definately buy.,,,,Accent Buy in Kathmandu Nepal
Hyundai Grand i10 Asta Auto Transmission 2014 Buy in Kathmandu Nepal,,"NRs 26,00,000","Single Handed Grand i10 Asta in Brand New condition. Nothing to spend on. With only 14000Km. Auto Transmission. Comes with Alloy Wheels, Push Button Start, […]",,,,Grand i10 Asta Auto Transmission Buy in Kathmandu Nepal
