Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,Year
Single Owner Toyota Land cruiser Prado TX 2008 in Excellent condition,,"NRs 7,600,000.00","Excellent condition Toyota LandCruiser Prado TX 2008 in super excellent condition, with very clean interior and exterior. A reliable Ultimate Off roader 4WD without compromising […]",,,,2008
Single Owner Hyundai Grand Xcent S 2014 Excellent condition,,"NRs 2,200,000.00",Excellent condition Hyundai Xcent ‘S’ mid sized sedan in super immaculate condition. This Vehicle is singly driven and well looked after by its previous owner. […],,,,2014
Hyundai Grand i10 Asta ‘O’ 2014 Excellent condition,,"NRs 2,200,000.00","Excellent condition Hyundai Grand i10 Asta ‘O’ 2014 in super excellent condition, with full service history i.e. original Km. Loaded with full accessories (Leather seat […]",,,,2014
Single Handed Renault Kwid Automatic Transmission 2017 Only 5000km,,"NRs 1,950,000.00",Excellent condition Renault Kwid 2017 fully loaded in Automatic transmission with running of only 5000km(Full Service History). This Vehicle is free from accidents and in […],,,,2017
Hyundai Getz Single Handed in Excellent condition,,"NRs 950,000.00",Single Handed Driven Hyundai Getz 2005 Gls in really good condition. This Vehicle is accident free and in immaculate condition for its age. Comes with […],,,,0
Single Handed Mahindra Scorpio 2013 A/C Power sterring Excellent condition,,"NRs 2,350,000.00",Single Hand Mahindra Scorpio 2013 in super excellent condition. The Most demanding SUV in the Market with excellent resale value. * Loaded with All 4 […],,,,2013
Single Handed Maruti Suzuki Alto A/C 2012 (Excellent Condition),,"NRs 950,000.00","Excellent condition and Low Mileage, Single Handed driven Maruti Suzuki Alto A/C 2012 LXI still intact in its Original beautiful Metallic Blue paint. * Full […]",,,,2012
Single Hand Terios 4WD Original Paint Excellent condition 2004,,"NRs 1,799,999.00",Excellent condition Daihatsu Terios 4WD SX Full option in super excellent condition. Still intact in its Original paint and spotless interior. You will be amazed […],,,,2004
Single Hand Hyundai Grand i10 Magna 16000km Only,,"NRs 1,975,000.00","Excellent condition Hyundai Grand i10 Magna with running of only 16,000km(Free Service still remaining). Its condition is near to brand new and loaded with extra […]",,,,0
Single Hand Volkswagen 1.6 Polo HighLine (1200km Only),,"NRs 1,899,000.00",Excellent condition Volkswagen Polo High Line 1.6cc (Top Of the Range) with Running of Only 12000 Km(Full Service History) in Brand New condition. Loaded with […],,,,0
Single Hand Volkswagen 1.2 Polo 2011 ComfortLine (Excellent Condition),,"NRs 1,675,000.00",Single Hand and in Excellent condition Volkswagen Polo 1.2cc Comfortline in super immaculate condition. This Vehicle is very clean inside and outside with almost all […],,,,2011
Excellent condition Suzuki Alto 2008,,"NRs 825,000.00","Excellent condition Maruti Suzuki Alto A/C in excellent condition without a scratch. Fully inspected and tested for excellent standard, with new tyres and icy cold […]",,,,2008
Ford Figo Exi/Zxi 2011 in super excellent condition,,"NRs 1,175,000.00","Excellent condition, Quality used Ford Figo with Bluetooth hand free system for both telephone and music audio. Fully tested and inspected for quality assurance purposes. […]",,,,2011
Single Hand Ford EcoSport 2013 6 Airbags Excellent Condition,,"NRs 2,700,000.00","Excellent condition, Ford Ecosport Titanium ‘0’ with 6 Airbags, Finished with Original Leather interior plus many more attractive features such as (Climate ctrl, Curtain airbags, […]",,,,2013
Excellent condition Hyundai i10 1.2 2009,,"NRs 1,290,000.00",Excellent Condition Hyundai i10 2009 Full Option Magna 1200cc. Fully Checked and inspected by professionals. This Vehicle is free from scratches or any major or […],,,,2009
Daihatsu Sirion Excellent Condition,,"NRs 950,000.00",Excellent condition Japanese Sirion 2007 in super immaculate condition. Loaded with AirBags for extra safety. Comes with all good tyres and free from scratches and […],,,,0
Maruti Suzuki Wagon R VXI Excellent condition,,"NRs 1,000,000.00",Excellent condition Wagon R Suzuki VXI from Maruti. This Vehicle is in immaculate condition and sold with a buy back guarantee policy. Comes with no […],,,,0
Single Owner Hyundai Sportz o 2013 25kRun,,"NRs 1,699,000.00","Very Low Run and Single Hand, Hyundai i10 Sportz 2013 in Excellent condition, loaded with accessories. This Vehicle holds and excellent resell value and comes […]",,,,2013
Tata Safari 2013 LX Full Option (Excellent condition),,"NRs 1,975,000.00","Description Excellent condition Tata Safari Lx 2013 Full option in 100% original paint work. With Powerful 2200cc Dicor Engine. Free from damages or any problems, […]",,,,2013
Hyundai Eon 2012 Era Plus Single Owner Excellent condition,,"NRs 1,250,000.00","Single Owner Hyundai Eon Era Plus in Excellent condition. Previously owned by a lady Medical Dr. This Vehicle is free from accidents and scratches, in […]",,,,2012
Excellent Condition Hyundai Santro Gls 2009,,"NRs 1,150,000.00","Excellent condition Hyundai Santro GLs 2009 in New Emboss Plate, Vehicle is free from scratches or dents. (Accident free vehicle fully inspected) Very clean inside […]",,,,2009
Single Owner Maruti Suzuki Alto 2007 Excellent condition,,"NRs 775,000.00","Excellent condition Maruti Suzuki Alto 2007, single handed and driven by a medical Doctor. A perfect drive for new learner drivers, in super immaculate condition. […]",,,,2007
New Shape Hyundai Grand i10 Sportz 1800km,,"NRs 2,475,000.00","Single Owner and in Brand New condition. The New Face Lift Grand I10 Sportz with running of only 1,800km. In Brand New Showroom condition. Comes […]",,,,0
Super Excellent Condition Chevrolet Spark 2008,,"NRs 725,000.00","Excellent condition CHEVROLET SPARK 2008, comes fully loaded with Power Steering, ICE Cold A/C, All four power windows plus many more. With Running of only […]",,,,2008
Single Hand Hyundai Grand i10 Asta ‘o’ 2014 Excellent,,"NRs 2,225,000.00","Excellent Condition(The Most Prized Beauty In its Near Immaculate Condition). Hyundai Grand i10 ASTA”O” Single Owner with fully loaded features(Dual Airbags, Telephonic Bluetooth and Audio, […]",,,,2014
Single Hand Suzuki Grand Vitara 4×4 Drive 2007,,"NRs 2,450,000.00","Single Handed Driven Suzuki Grand Vitara 2007 4WD, in excellent condition. Fully Loaded with Airbags, Climate control, Brand new interior plus many more. The Only […]",,,,2007
Excellent Condition Hyundai Santro Gls 2009,,"NRs 1,125,000.00","Description Excellent condition Hyundai Santro 2009 GLs in immaculate condition. Comes with full accessories(Leather seats, Rain visors, Tinted windows, All new tyres plus many more) […]",,,,2009
Ford figo Zxi 2010 in super excellent condition,,"NRs 1,175,000.00",Ford figo Zxi 2010 in super excellent condition. Free from accidents and any major repairs. Loaded with excellent sounding ford sound system and brand new […],,,,2010
Hyundai Creta (S) LowRun Excellent condition Single owner,,"NRs 3,650,000.00","For Sale is the Most Desired SUV available in the market The One and Only “The Hyundai Creta Model S” , In Super Excellent. No […]",,,,0
Excellent condition Maruti Suzuki Zen Estilo VXi,,"NRs 925,000.00",Excellent condition Maruti Suzuki Zen Estilo Vxi full option in super excellent condition. A perfect car for New Drivers and bargain hunters. This Vehicle is […],,,,0
Single Owner Excellent condition Ford Classic 2013,,"NRs 1,475,000.00","Excellent condition Ford Classic 2013 with full service history(Genuine Run low km) and single owner. Loaded with Double Android audio system(Gps turn by turn Navigation, […]",,,,2013
Volkswagen Cross PoloG 1.6  High Line Single Owner,,"NRs 2,525,000.00",Volkswagen VW CrossPolo-G 1.6 (2014) HighLine in Super excellent condition in DualTone FlashRed. This Special edition (VW) POLO boosts a much higher clearance of 170mm […],,,,0
Single Owner Opel Corsa Excellent condition 2005 (Negotiable),,"NRs 625,000.00","Excellent Condition Opel corsa 1.4 2005 Single Owner from brand new. This Vehicle is immaculate condition in fully loaded with A/c All four Power windows, […]",,,,2005
Excellent condition Hyundai i10 1.2 2010,,"NRs 147,500.00","Excellent condition Hyundai 1.2cc Magna 2010, free from scratches and any accidents. Fully inspected and checked. Previously sold on a buy back guarantee policy. For […]",,,,2010
Single Owner Hyundai i10 2011 Sportz Excellent condition,,"NRs 1,600,000.00","Single owner and in Excellent condition Hyundai i10 Sportz 1.2 in beautiful sleek silver, with immaculate interior and exterior is on sale for only NRs16,00,000/- […]",,,,2011
Excellent condition Maruti Suzuki Dzire VXI 2010,,"NRs 1,500,000.00","Excellent condition Swift Dzire VXI 2010, No accidents no maintenance required. An affordable sedan car you can purchase with in a reasonable price. Free accidental […]",,,,2010
Single Hand Volkswagen 1.6 Polo 2013 HighLine (Excellent Condition),,"NRs 2,225,000.00",Single Handed Volkswagen polo 1.6 2013 HighLine top of the Range model. Near Brand New Condition with full VW service history. This Vehicle has done […],,,,2013
Single Hand Hyundai Tucson 2009 Automatic Head Lamp  Super Excellent condition,,"NRs 2,900,000.00","Presenting the Most wanted Hyundai’s one of the best Flagship model “The Tucson Fully Loaded Se spec” on sale. Single handed driven with Dual AirBags, […]",,,,2009
Daihatsu Terios(Toyota) 4wd Excellent condition 2010,,"NRs 3,350,000.00","Excellent condition Daihatsu Terios (Toyota Rush) 2010, the only Japanese 4WD power performance with in a reasonable price range. This Vehicle is Upgraded to Brand […]",,,,2010
Single Hand Kia Picanto 20011 Excellent condition Low run,,"NRs 1,200,000.00","Single Handed and in excellent condition Kia Picanto 2011(Full Option), this vehicle is in its original condition with finest looking interiors. Loved and much looked […]",,,,0
Honda City IVtec Smt in Excellent condition Single hand,,"NRs 1,850,000.00","Single Handed and in Excellent condition Honda city(S) loaded with AirBags, Abs,Steering Mounted controls, Upgraded leather interior plus many more. This Vehicle is free from […]",,,,0
Maruti Suzuki Alto k10 Low Km Run Excellent condition,,"NRs 1,100,000.00",Single Handed excellent condition Suzuki K10 Vxi 2011. This Vehicle is free from scratches and in immaculate condition. Excellent km per litre and excellent re […],,,,0
Hyundai i20 Asta 2010 Excellent condition,,"NRs 1,625,000.00","Fully Loaded Hyundai i20 ASTA(ABs) in beautiful white colour, plus upgraded customised Alloy wheels. This Vehicle is free from scratches and still in its original […]",,,,2010
Honda City ZX 10th Anniversary edition Full Option,,"NRs 1,475,000.00",Excellent condition Honda City Zx 10th Anniversary edition in Super excellent condition. This Vehicle free from scratches and in its original condition. Interior and exterior […],,,,0
Single Hand Hyundai i10 2010 1200cc Magna Excellent condition,,"NRs 1,475,000.00",Excellent condition and Nothing to spend. This Vehicle has a full Hyundai service history and only one previous owner. Has no history of accidents or […],,,,2010
Excellent Condition Daihatsu Sirion Fully Loaded 1300cc 2008,,"NRs 1,075,000.00","Excellent Condition Daihatsu(Toyota) Sirion 2008 1300cc fully loaded with Dual Airbags, ABs, VSc(Stability control) in super good condition. Previously owned Korean Expats, this vehicle has […]",,,,2008
"Excellent condition Maruti Suzuki AStar ZXI (AirBags,ABs)",,"NRs 1,200,000.00",Excellent condition Maruti Suzuki Astar Zxi in Excellent Condition with Airbags and ABs. Special edition paint work (Pearly White) Nothing to Spend on. Never been […],,,,0
Excellent condition Suzuki Vitara 4WD,,"NRs 1,425,000.00","Excellent condition Japanese 4WD Suv with all original condition, No Expenses required. The ultimate 4WD at fraction of a cost, Test Drive and Viewing Recommended. […]",,,,0
Mahindra Scorpio S4+ 4WD 2016 Buy in Kathmandu Nepal2014 Buy in Kathmandu Nepal,,"NRs 4,100,000.00","Single Handed Mahindra Scorpio S4+ 2016 With 4WD in Brand New condition. Comes with 4WD, Dual Airbags, ABS and Many More. Have run Only 29000 […]",,,,2016
Single Owner Ford Figo 2014 Titanium Excellent Condition,,"NRs 1,575,000.00","Single Handed Ford Figo 2014 Full Option (Titanium) in Excellent condition. Comes with Dual Airbags, ABS, Bluetooth, Alloys wheels, Unused Spare tyre. Custom Decorated Brake […]",,,,2014
Eeco 7 Seater Van 2012 in Brand New Condition,,"NRs 1,300,000.00","Single Handed Maruti Suzuki Eeco 8 Seater van in immaculate condition. Nothing to spend on. Highly demand for private, delivery and school purpose.",,,,2012
Single Owner Ford Figo 2015 Titanium,,"NRs 1,625,000.00","Single Handed Ford Figo 1200cc 2015 Titanium in Excellent condition with very low km. Fully loaded with Dual Airbags, Bluetooth Audio, Steering control, Alloy wheels, […]",,,,2015
Hyundai Grand i10 2014 Magna only 1400km Single hand,,"NRs 1,950,000.00","Single Owner Hyundai Grand i10 Magna 2014 in Excellent condition, with very low Run (1400Km). This Vehicle is fully loaded with accessories and is in […]",,,,2014
Ford Ecosport 2014 (Titanium) 18k Rum Excellent Condition,,"NRs 2,850,000.00","Much Desired and Quality Suv from Ford (Ecosport) 2014 Titanium, fully loaded with accessories worth over 2 lakhs. Very low run and in its Genuine […]",,,,2014
Volkswagen Polo 1.2cc 2015 Trend Line Single owner,,"NRs 187,500.00","Single Owner Volkswagen Polo G 1200cc Trend line in excellent condition. Loaded with dual airbags for extra safety, Volkswagen 4 speaker audio system plus many […]",,,,2015
Single Hand Kia Picanto 2008 Excellent condition,,"NRs 950,000.00","Single Handed and in Excellent condition Kia Picanto 2008 in New Shape. Comes with full service history. This Vehicle is in its best condition ever, […]",,,,2008
Excellent condition Honda Brio 2012 Silver,,"NRs 1,525,000.00","Excellent Condition Honda Brio IVTEC SMT, in silver finish, with not even a minor scratch. This Vehicle has been kept in excellent condition by both […]",,,,2012
Single Hand Hyundai Eon Era Plus 2014,,"NRs 1,325,000.00","Excellent condition Single Handed Hyundai Eon Era Plus 2014 with Power windows, A/c, Power steering. This Vehicle is in pristine condition, with not even a […]",,,,2014
Single Handed Maruti Suzuki Swift Dzire 2013(Excellent Condition),,"NRs 1,900,000.00","Single owner and in Excellent Condition Suzuki Swift Dzire 2013 VXI (Full Option). Comes with excellent sounding 4 speaker sound system(i.e. Original), with wooden finished […]",,,,2013
Suzuki Swift 2014 ZXI (Excellent Condition),,"NRs 2,250,000.00","Single Owner, Suzuki Swift(ZXI) 2014 (Fully Loaded, Top Of the Range) in Excellent condition. This Beauty comes from a respected car lover family where ever […]",,,,2014
Single Owner Hyundai i20 Asta (Super Excellent Condition),,"NRs 1,625,000.00","Excellent condition Hyundai’s most popular design The i20 ‘Asta’ from Hyundai. Fully Loaded with AirBags, ABs, Alloys and Dressed in Beautiful Maroon Red, will definitely […]",,,,0
Single Owner Hyundai Verna in EXCELLENT Condition,,"NRs 2,350,000.00",Excellent Condition Hyundai Verna 2013 for Almost half the price from Brand New price. This Vehicle is in near Brand New condition with super clean […],,,,0
Volkswagen Polo 1.6cc 2015 High Line Single owner,,"NRs 2,375,000.00",Single Handed Volkswagen Polo 1.6cc 2015 in Excellent condition. Good as Brand New. Interior and Exterior is good as new. (Not even a Scratch) Features […],,,,2015
Single Hand DaiHatsu Terios 2010 in Excellent Condition,,"NRs 3,350,000.00","Single Handed Japanese 4WD Daihatsu Terios 2010 in Excellent condition, with very neat and clean interiors and exteriors. This Vehicle has been kept in its […]",,,,2010
SINGLE OWNER CHEVROLET Aveo Uva 2010 Excellent condition,,"NRs 975,000.00",Excellent condition Chevrolet Aveo UVA 2010(Single Hand) full option LS in genuinely excellent condition. Valued for good mileage and reliability for a fraction of price […],,,,2010
Hyundai Santro Excellent Condition 2006 FULL OPTION,,"NRs 975,000.00","Excellent condition Hyundai Santro XO(Full Option), fully refurbished with all new tyres, new paint job in super immaculate condition. (Almost Brand New). Free from accidents […]",,,,2006
Ford Figo 2012 Excellent Condition(alloy Wheels),,"NRs 1,300,000.00","Excellent Condition Ford Figo 2012 ZXI, with original Excellent sounding Ford sound system, after market original Alloy wheels plus many more. This Vehicle as no […]",,,,2012
Ford Ecosport 2016 (Airbags ABs Alloys) 18k Rum Excellent Condition,,"NRs 2,825,000.00","Single Handed Ford Ecosport fully loaded 2016 in 16 Lot, with 4 Alloy wheel, Dual Airbags, Abs and many more. Free from accidents and scratches. […]",,,,2016
Single Hand Volkswagen Polo 2012 (Excellent Condition),,"NRs 1,625,000.00","Volkswagen Polo Trend 2012 in Excellent condition, One careful single owner. This Vehicle is free from any scratches or any accidents. Please call in for […]",,,,2012
Maruti Suzuki Astar 2009 Single Handed,,"NRs 1,100,000.00","Excellent condition, and Single owner Maruti Suzuki Astar VXI (Full Option) 2009 with additional original Maruti Suzuki Alloy Wheels and custom decorated brake capillary in […]",,,,2009
Suzuki Gypsy King (EFI) Engine 4×4 Excellent condition 2007,,"NRs 1,250,000.00",Fully Customised Maruti Suzuki 4 Wheel Drive 2007 Drive with injection engine. Free from accidents or any problems. All 5 Brand New Tyres and customised […],,,,2007
Maruti Suzuki Alto Low Km Run Excellent condition,,"NRs 525,000.00","Presenting you is a Quality assured Suzuki Alto 800 with ver Low Run KM(Genuine KM Assured) Only 48,000 Run. Looks Brand New Inside and out. […]",,,,0
Toyota Yaris Full option Excellent condition,,"NRs 1,650,000.00",Excellent condition Toyota Yaris in near immaculate condition. This Vehicle is fully inspected and give a 5 Star rating for its condition. (No noticeable Scratches […],,,,0
Hyundai Tucson GL Fully Loaded excellent condition,,"NRs 19,750,000.00","Excellent condition Hyundai Tucson in 9 Lot(Manufactured year 2004). This SUV(4WD) is Surprisingly in Excellent condition for its age, with no scratches, fully functional 4WD, […]",,,,0
"Single Hand Hyundai Creta 1.6 Sx (o) Diesel 6 AirBags,Stability Ctrl",,"NRs 5,100,000.00","In Super Excellent condition, Top of the Range, the iconic Hyundai’s flagship model “Hyundai Creta SX(o)” Used minorly But in Pristinely kept Brand New Condition, […]",,,,0
Single Hand Suzuki Maruti Dzire 2010 ZXI Excellent condition,,"NRs 1,650,000.00","Excellent condition Maruti Suzuki Dzire with 2 AirBags, ABS, All 5 Alloy wheels, Bluetooth touch screen. Sterling controls, in Leather finish. This Vehicle is fully […]",,,,2010
Excellent condition Hyundai i10 1.2 2010,,"NRs 1,475,000.00",Excellent condition Hyundai i10 Magna 1200cc. Very clean inside and out without any scratches. 5 Star quality assured with clean history. Viewing and test drive […],,,,2010
Single Hand Hyundai i10 2011 Magna Excellent condition,,"NRs 1,525,000.00","Single Handed Hyundai i10 Magna is excellent condition in full Hyundai service history mileage recorded. Nothing to spend no scratches, no previous accidents history. 100% […]",,,,2011
Maruti Suzuki Swift ZXI 2013 in Excellent Condition,,"NRs 2,150,000.00","Suzuki Swift ZXI 2013 in Excellent Condition, Not a single Scratch or any expenses required. Loaded with Dual AirBags, Alloys wheels, ABS, Climate control Plus […]",,,,2013
NewShape KIA Sportage(AWD) One Careful Owner Super Excellent Condition,,"NRs 3,600,000.00",New Shape Kia Sportage 2010 from a careful Single owner. Presenting a much loved and looked after Black Beauty 4wheeler in Brand New Condition. This […],,,,0
Honda City Excellent Condition 2005,,"NRs 1,125,000.00","Excellent Condition Honda City 2005, Very clean inside and out side, Not even a scratch. No expenses required at all, including new tyres. Only two […]",,,,2005
Suzuki Swift Dzire 2012 ZXI Single Owner (Excellent Condition),,"NRs 2,150,000.00","Single Handed Swift Dzire ZXI in Excellent Condition, Not a single Scratch or any expenses required. Loaded with Dual AirBags, Alloys wheels, ABS, Climate control […]",,,,2012
Single Handed MYVI Perodua 1300cc Excellent Condition,,"NRs 1,025,000.00",Single Hand Myvi – Perodua 2010 Full Option In Double excellent condition. Fully Loaded with Sporty Alloys. All four power windows plus many more. This […],,,,0
HYUNDAI I10 Magna 1.2cc 2010 New Shape VTVT,,"NRs 1,475,000.00","Excellent condition HYUNDAI i10 Magna 1200cc with VTVT Engine. Free from scratches and accidents in geniune original condition. Comes with All four power windows, Audio […]",,,,2010
Ford Figo1.2 Exi  2013 Low Mileage(Excellent Condition),,"NRs 1,350,000.00","Excellent condition Ford Figo Exi 2013 (With Ford Service History) Free from accidents or any major repairs, in its original condition. Viewing is highly recommended. […]",,,,2013
Single Handed Hyundai Grand i10 ASTA Fully Loaded 2014,,"NRs 2,200,000.00","In Excellent Condition(The Most Prized Beauty In its Near Immaculate Condition). Hyundai Grand i10 ASTA”O” Single Owner with fully loaded features(Dual Airbags, Telephonic Bluetooth and […]",,,,2014
Ford Figo 2012 Single Hand Excellent Condition Grey,,"NRs 1,300,000.00",Single Handed Ford Figo 2012 in Excellent condition. Fully Loaded with Bluetooth and accessories inclusive. First person to view surely make it yours. Don’t Miss […],,,,2012
Ford Ecosport Titanium Single Handed Turbo Powered Engine Excellent Condition,,"NRs 3,100,000.00",Excellent Condition Ford EcoSport 2013 TDCI (TURBO ENGINE) MORE POWER AND EXCELLENT PERFORMANCE THEN PETROL ENGINE. In beautiful Silver Colour. Comes with additional (front and […],,,,0
Hyundai I20 Sportz 2011 Single Hand Excellent Condition,,"NRs 1,640,000.00","Single Owner Hyundai i20 Sportz in Excellent Condition, Still intact in its original paint and condition. Free from any accident and any major wear and […]",,,,2011
Single Hand Toyota Hillux 2010/2009 Excellent condition,,"NRs 3,800,000.00",Single Handed Toyota Hilux in Super Excellent condition. Loaded with Airbags ABS and prestige condition inside/out. This Vehicle is Registered in 2010 with a manufacturer […],,,,2010
Mahindra Tuv T6 Plus Fully Loaded SuV 2016,,"NRs 2,675,000.00","For Sell is Mahindra TUV(SUV) t6 Plus with Popular M-Hawk Engine, 7Seater,and Fully Loaded.(2Airbags, Bluetooth, ABS) Single owner and excellent condition. Excellent pricing compared with […]",,,,2016
Single Hand-Hyundai I20 Asta Excellent Condition,,"NRs 1,640,000.00",Single Hand-Hyundai i20 ASTA 2010 in Excellent condition.Fully Loaded Asta i20 2010 in very good condition.Previously owned by medical Dr. call us to arrange a […],,,,0
Ford Ecosport Titanium One Owner Turbo Engine,,"NRs 3,000,000.00",Excellent Condition Ford EcoSport 2013 TDCI (TURBO ENGINE) MORE POWER AND EXCELLENT PERFORMANCE THEN PERTOL ENGINE. In beautiful Royal Blue colour. Low Km and Fully […],,,,0
Kia Picanto Full Option 2006 One Owner Excellent Condition,,"NRs 925,000.00",Single Owner Kia Picanto 2006 full option in near immaculate condition. Please call in for a test drive. With full accessories. call 9801188666,,,,2006
Single Handed Hyundai i20 Low Km run Silver,,"NRs 15,00,000","Single Handed Hyundai i20 Magna, in Double Excellent condition. Low Run 32,000km. Year 2010 It has All four power windows, Audio system and in immaculate […]",,,,0
Single Owner Ford Classic 2013 Full Option Excellent condition,,"NRs 14,50,000",Single handed Driver Ford Classic Silky Silver 2013 in Near Brand New Condition. Amazingly well looked after and loved through out its driving years. Come […],,,,2013
Volkswagen Cross Polo 2015 High Line Single owner,,"NRs 25,25,000",Single Handed Volkswagen Cross Polo 1.6cc 2015 in Excellent condition. Good as Brand New. Interior and Exterior is good as new. (Not even a Scratch) […],,,,2015
Single Handed Suzuki Grand Vitara 4WD,,"NRs 23,00,000","Single Handed Driven Suzuki Grand Vitara 4 WD, in excellent condition. Fully Loaded with Airbags, Climate control, Leather interior plus many more. Never been in […]",,,,0
Volkswagen Polo 2013 (Excellent Condition),,"NRs 17,25,000","Volkswagen Polo Trend 2013 in Excellent condition, with original VW audio system, This Vehicle is free from any scratches or any accidents. Equipped with audible […]",,,,2013
Hyundai Santro (ATOS GL) Excellent Condition 2007,,"NRs 9,00,000",Not to miss this Excellent condition Hyundai Atos Single Handed 2007. Quality assured and test drive is highly recommended. This Vehicle is free from any […],,,,2007
Hyundai i10 Magna 1.1 2011 Buy in Kathmandu Nepal,,"NRs 15,25,000","Single Handed Hyundai i10 Magna 2011 in Brand new condition. Nothing to spend on. Never been in any accidents. Excellent milage, Good resale value and […]",,,,2011
Hyundai Magna 1.2 i10 2012 VTVT Kappa2,,"NRs 16,00,000","Single Handed Hyundai Magna 1.2 with VTVT engine in Excellent condition. Almost original immaculate condition, no scratches and any expenses required. Full accessories included. For […]",,,,2012
Ford Figo Titanium 2012 Full Option Single hand,,"NRs 14,25,000","Single Handed Ford Figo 2012 Full Option (Titanium) in Excellent condition. Comes with Dual Airbags, ABS, Bluetooth, Alloys wheels, Leather Seats, All 5 Brand new […]",,,,2012
Single Hand Hyundai i10 2013 Magna 1.2 VTVT Engine,,"NRs 16,90,000","Single Handed Hyundai Magna 1.2 with VTVT engine in Excellent condition. Almost original immaculate condition, with added reverse camera, parking sensors and full accessories included. […]",,,,2013
Hyundai Tucson GL 2013 (32KM Excellent Condition),,"NRs 47,50,000",Super Excellent Condition Hyundai Tucson GL 2013 in its Original glory. (Comes with full Hyundai Service History and Guaranteed Original Km run). No Accidents and […],,,,2013
Suzuki Swift 2013 VXI (Excellent Condition),,"NRs 18,75,000",Excellent condition Swift VXI 2013 in near Brand new condition. Comes with touch screen dvd player with reverse camera and handsfree music and bluetooth. Plus […],,,,2013
Maruti Suzuki zen Estilo 2008 VXI,,"NRs 9,25,000","Immaculate condition and best value for money. Comes with Power steering, 4 Power windows, Air condition. This Vehicle is free from accidents and scratch free. […]",,,,2008
Mahindra Scorpio 2010 M2di Single handed,,"NRs 20,75,000","Single Handed Mahindra Scorpio in Excellent condition 2010. A perfect SUV for off roads of Nepal, Good as Brand New condition. Please call in for […]",,,,2010
Hyundai i10 2013 Magna 1.2 VTVT Engine,,"NRs 16,90,000","Presenting Single Handed Hyundai Magna 1.2 with VTVT engine in Excellent condition. Newly Polished and its original immaculate condition, with added reverse camera, parking sensors […]",,,,2013
Hyundai Grand I10 2014(Full Option/Excellent condition),,"NRs 19,50,000","Single Handed Hyundai i10 Magna in its Brand new condition. This car is loaded with full accessories including reverse camera, handsfree phone, bluetooth music audio […]",,,,2014
HYUNDAI I10 2009 MAGNA (EXCELLENT CONDITION),,"NRs 14,00,000","Presenting the Immaculate condition Hyundai i10 2009 Silver Magna in its brand new condition. Low km run. Comes with fully Loaded accessories, bluetooth enabled reverse […]",,,,2009
Tata Indica Vista Aura Diesel 2009 Excellent Condition,,"NRs 11,00,000",Tata Indica Vista Quadrajet Full option 2009 in Excellent condition. Excellent diesel Mileage and fully loaded option. Free from accident and scratches in pristine condition. […],,,,2009
Volkswagen Vento High Line 2013 (Excellent Condition),,"NRs 26,75,000","Presenting the Super Luxury Vento Highline from Volkswagen. This Vehicle is in Super Excellent Condition, loaded with white leather interior, packaged with latest luxury features. […]",,,,2013
"Renault Duster 2016 Rxl (Only 11,000)",,"NRs 35,00,000","Single hand Renault duster 2016 in Silver colour. Good as Brand new, and very low Kms on the clock. Full service history and company serviced. […]",,,,2016
Tata Safari 2013 LX Full Option (Excellent condition),,"NRs 19,75,000","Excellent condition Tata Safari Lx 2013 Full option in Nearly original paint work condition. Test Drive is strongly recommended. No been in any accidents, condition […]",,,,2013
Nissan Datsun Go 2014 Buy in Kathmandu Nepal,,"NRs 14,25,000","Excellent condition Nissan Datsun Go 2014. One careful single owner. Relatively New is condition nothing to spend. Full option with Power window and Power steering, […]",,,,2014
Ford Figo 2014 Diesel EXI (TDCI) (Excellent Condition) Single hand,,"NRs 15,00,000","Single Handed Ford Figo EXI Diesel turbo 2014 in Excellent condition. With upgraded sporty Allow wheels,and original audio system with bluetooth and reverse camera fitted […]",,,,2014
Ford Figo Zxi Single owner Excellent condition,,"NRs 11,75,000","One careful single owner Ford Figo Zxi in Excellent condition. Nearly Brand New condition, Come with Bluetooth Handsfree and Music, Power windows and Power mirrors. […]",,,,0
Mahindra Scorpio 4WD 2016 Excellent condition Green Plate,,"NRs 42,00,000","Mahindra Scorpio S4 plus 4WD M Hawk, in its best immaculate condition. Like New. No Expenses required. Ideal for Travel agencies or Private ownership, this […]",,,,2016
Hyundai Eon Dlight Plus 2012 Low Run,,"NRs 11,50,000","Single handed Eon Dlite Plus with power windows. Ideal for first time buyer and very low km only 22,000 full Hyundai service history. Free from […]",,,,2012
Hyundai iGen i20 Asta 2013 Only 19km,,"NRs 23,50,000",Single Handed Hyundai iGen i20 Asta in Excellent condition. Nothing to spend on. Never been in any accidents. With only 16000 Km. Comes with: Dual […],,,,2013
Maruti Suzuki Swift VXi 2009 Buy in Kathmandu Nepal,,"NRs 14,25,000","Excellent condition Suzuki Swift VXI. Nothing to spend, Like new condition and free from accidents. The most demanded Hatch back, known for its Power and […]",,,,2009
Hyundai Grand I10 Magna 2014 Buy in Kathmandu Nepal,,"NRs 19,50,000","Excellent condition Grand magna 2014, Nothing to spend with full accessories including DVD player and reverse camera. Nearest offer accepted. Cash customer given first priority. […]",,,,2014
Hyundai Getz 2009 (Only 16k Km Original) Single hand,,"NRs 13,00,000","Excellent condition, Low km’s run(16k) Super brand new condition. Full Option and accident free, no issues or problems. Still intact in its original condition. First […]",,,,2009
