Model,Fuel Type,Price,Description,Kilometers Driven,Model Year,Brand,Year
Hyundai i10 Automatic transmission Excellent condition,,"NRs 15,50,000","Excellent condition Mangan i10 Hyundai Automatic transmission. 1. Comes with a Pioneer Dvd 9 inch (Worth 85,000) 2. Wireless Auto Keyless entry. 3. Full Accessories […]",,,,0
Hyundai Grand i10 Magna 2014 Buy in Kathmandu Nepal,,"NRs 19,25,000","Hyundai Grand i10 Magna 2014 in Excellent condition. Nothing to spend on. Never been in any accidents. Low maintenance cost, Excellent resale value.",,,,2014
Hyundai Santro GLS 2010 Buy in Kathmandu Nepal,,"NRs 12,25,000","Hyundai Santro GLS 2010 in excellent condition. Nothing to spend on. Never been in any accidents. Low maintenance cost, Excellent resale value.",,,,2010
Hyundai i10 Magna 1.2 2010 Buy in Kathmandu Nepal,,"NRs 14,75,000","New Shape Hyundai i10 Magna in excellent condition. Nothing to spend on. Never been in any accidents. Excellent resale value, low maintenance cost.",,,,2010
Hyundai i20 Sportz 2010 Buy in Kathmandu Nepal,,"NRs 16,00,000","Hyundai i20 Sportz in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Single Airbag, Alloy Wheels, Steering mounted audio control […]",,,,2010
Hyundai Creta 1.6 SX+ Petrol 2015 Buy in Kathmandu Nepal,,"NRs 42,00,000","Hyundai Creta SX+ Petrol in Excellent condition. Nothing to spend on. Never been in any accidents. Comes with: Dual Airbags, ABS, Alloy Wheels, Keyless Entry, […]",,,,2015
Hyundai i20 Asta 2009 Buy in Kathmandu Nepal,,"NRs 16,00,000","Hyundai i20 Asta in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS, Alloy Wheels, Climate control, Steering […]",,,,2009
Tata Sumo Gold Ex 2015 Buy in Kathmandu Nepal,,"NRs 21,50,000",Tata Sumo Gold EX 2015 in excellent condition. Nothing to spend on. Never been in any accidents. Good for both commercial and private use.,,,,2015
Nissan DATSUN GO 2014 Buy in Kathmandu Nepal,,"NRs 13,95,000","Excellent condition Nissan Datsun Go. One careful single owner. Relatively New is condition nothing to spend. Full option with Power window and Power steering, AC […]",,,,2014
Hyundai Grand i10 Magna 2015 Buy in Kathmandu Nepal,,"NRs 19,25,000",Hyundai Grand i10 Magna 2014 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2015
Ford EcoSport 1.5 Titanium Petrol 2015 Buy in Kathmandu Nepal,,"NRs 30,00,000","Single handed Ford Eco Sport in immaculate condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, Abs, Alloy wheels, Key […]",,,,2015
Single Hand Suzuki Maruti Swift 2012 Silver excellent condition,,"NRs 18,00,000","Single Handed Suzuki swift VXI 2012 in Brand New condition. Nothing to spend on. Never been in any accidents. Excellent milage, low maintenance cost and […]",,,,2012
"Hyundai i20 Asta Auto Transmission, Single Hand Excellent condition",,"NRs 17,50,000","Hyundai i20 Asta 2009 Auto gear in perfectly new condition, Not a penny to expense needed. Its a 1400cc Great power, and Easy Drive. All […]",,,,0
Hyundai i10 Magna 1.2 2010 Buy in Kathmandu Nepal,,"NRs 14,25,000","Single Handed Hyundai i10 Magna 2010 in excellent condition. Nothing to spend on. Never been in any accidents. Excellent mileage, Low maintenance cost, 1200cc good […]",,,,2010
Hyundai I20 Active Kappa S(petrol) 2015 Buy in Kathmandu Nepal,,"NRs 30,00,000",Hyundai i20 Active Kappa S 2015 in Brand New condition. Nothing to spend on. Never been in any accidents. Ground Clearance 190mm. Comes with Air […],,,,2015
Ford EcoSport 1.5 Trend Petrol 2016 Buy in Kathmandu Nepal,,"NRs 28,50,000","Single Handed Ford Ecosport Trend in Brand New condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS, Alloy Wheels, […]",,,,2016
Honda City SMT 2009 Buy in Kathmandu Nepal,,"NRs 19,50,000","Honda City SMT 2009 in immaculate condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS, Alloy Wheels, Steering mounted […]",,,,2009
Hyundai Santro GLS 2008 Buy in Kathmandu Nepal,,"NRs 11,25,000","Single Handed Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. With only 48000 KM. Excellent Milage, low maintenance cost […]",,,,2008
Hyundai Santro 2003 Buy in Kathmandu Nepal,,"NRs 6,75,000","Hyundai Santro 2003 in excellent condition. Nothing to spend on. Never been in any accidents. Comes with A/C, Power Steering, Power Window. Excellent resale value.",,,,2003
Hyundai i20 Magna 2010 Buy in Kathmandu Nepal,,"NRs 15,50,000",Hyundai i20 Magna 2010 in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2010
Hyundai i10 Magna 1.2 2013 Buy in Kathmandu Nepal,,"NRs 17,25,000","Single Handed Hyundai i10 Magna 2013 in excellent condition. Nothing to spend on. Never been in any accidents. Excellent milage, low maintenance cost. Good resale […]",,,,2013
Maruti Suzuki Wagon R VXI 2011 Buy in Kathmandu Nepal,,"NRs 13,00,000","Single Handed Wagon R 2011 in excellent condition. Nothing to spend on. Never been in any accidents. Excellent Milage, Low Maintenance cost.",,,,2011
Hyundai Eon Era+  2013  Buy in Kathmandu Nepal,,"NRs 13,25,000","Single handed Hyundai Eon Era+ 2013 in Brand New condition. Nothing to spend on. Never been in any accidents. Excellent milage, low maintenance cost. Have […]",,,,2013
Mahindra Scorpio SLX Turbo 2.6 4WD 2010 Buy in Kathmandu Nepal,,"NRs 29,00,000","Single Handed Mahindra Scorpio SLX Turbo 2.6 4WD 2010 in Excellent condition. Nothing to spend on. Never been in any accidents. Comes with turbo, 4WD. […]",,,,2010
Honda City 1.5 SMT 2010 Buy in Kathmandu Nepal,,"NRs 21,00,000","Honda City SMT 2010 in immaculate condition. Nothing to spend on. Never been in any accidents. Comes with Duai Airbags, ABS, Alloy Wheels, Steering mounted […]",,,,2010
Daihatsu Sirion 1.0 2007 Buy in Kathmandu Nepal,,"NRs 9,75,000","Single Handed Daihatsu Sirion 2007 in excellent condition. Nothing to spend on. Never been in any accidents. Comes with Dual Airbags, ABS.",,,,2007
Hyundai i20 Magna 2009 Buy in Kathmandu Nepal,,"NRs 15,25,000",Single Handed Hyundai i20 Magna 2009 in Brand New condition. Nothing to spend on. Never been in any accidents. With only 22000 Km. Still in […],,,,2009
Maruti Suzuki Swift Dzire VXI 2013 Buy in Kathmandu Nepal,,"NRs 19,75,000","Single Handed Suzuki Dzire VXI 2013 in Brand New condition. Nothing to spend on. Never been in any accidents. Excellent milage, low maintenance cost and […]",,,,2013
Hyundai i20 Sportz 2010 Buy in Kathmandu Nepal,,"NRs 16,00,000","Hyundai i20 Sportz in excellent condition. Nothing to spend on. Never been in any accidents. Comes with single Airbag, Steering mounted controller, Auto Air Conditioning […]",,,,2010
Hyundai i10 Magna 1.2 2010 Buy in Kathmandu Nepal,,"NRs 14,75,000",Single Handed Hyundai i10 Magna in Excellent condition. Nothing to spend on. Never been in any accidents. Excellent resale value. Low maintenance cost.,,,,2010
Hyundai Eon Era+  2013  Buy in Kathmandu Nepal,,"NRs 13,25,000",Single Handed Hyundai Eon Era+ in Excellent condition. Nothing to spend on. Never been in any accidents. Excellent milage. Low maintenance cost.,,,,2013
Hyundai iGen i20 Asta 2013 Buy in Kathmandu Nepal,,"NRs 24,00,000",Single Handed Hyundai iGen i20 Asta in Excellent condition. Nothing to spend on. Never been in any accidents. With only 16000 Km. Comes with: Dual […],,,,2013
Zyote 2008 Buy in Kathmandu Nepal,,"NRs 9,75,000",Single Handed Zyote 2008 in Excellent condition. Nothing to spend on. Never been in any accidents. Excellent ground clearance. Driven by a lady doctor.,,,,2008
Honda City 1.5 VX MT  2016 Buy in Kathmandu Nepal,,"NRs 42,00,000",Single Handed Honda City VX MT 2016 in Brand New condition. Nothing to spend on. Never been in any accidents. Fresh as New. Comes with: […],,,,2016
Ford Figo Titanium 2013 buy in Kathmandu Nepal,,"NRs 16,00,000",Ford Figo Titanium 2013 in Brand New condition. Nothing to spend on. Never been in any accidents. With only 15000 KM. Comes with Dual Air […],,,,2013
Suzuki Swift 2007 VXI Buy in Kathmandu Nepal,,"NRs 12,25,000",Single Handed Suzuki Swift VXI in Brand New condition. Nothing to Spend on. Never been in any accidents. With only 55000 Km. First to see […],,,,2007
Toyota Echo 2000 Buy in Kathmandu Nepal,,"NRs 9,00,000","Single handed Toyota Echo in excellent condition. Nothing to spend on. Driver by a single lady. Low Kms. Comes with Dual Airbags, ABS.",,,,2000
Kia Sportage Auto Gear 2001 Buy in Kathmandu Nepal,,"NRs 900,000.00",Auto Gear Full Option with 4WD Kia Sportage in good condition. Driven by a foreigner. Need to sell it Urgently.,,,,2001
Hyundai Grand i10 Asta 2014 Buy in Kathmandu Nepal,,"NRs 24,00,000",Single Handed Hyundai Grand i10 Asta in brand new condition. Nothing to spend on. Never been in any accidents. Have run only 12000 Km. Comes […],,,,2014
Daihatsu Terios 4WD 2002 Buy in Kathmandu Nepal,,"NRs 15,75,000",Daihatsu Terios in excellent running condition. Nothing to spend on. Never been in any accidents. Excellent Milage with good ground clearance and 4WD.,,,,2002
Hyundai i10 Magna 1.2 2010 Buy in Kathmandu Nepal,,"NRs 1,475,000.00",Single handed Hyundai i10 Magna in excellent condition. Nothing to spend on. Never been in any accidents. Excellent resale value.,,,,2010
Ford Figo EXI 2012 buy in Kathmandu Nepa,,"NRs 13,50,000",Single Handed Ford Figo EXI 2012 in Brand New condition. Nothing to spend on. Never been in any accidents.,,,,2012
Ford EcoSport 1.5 Titanium Petrol 2014 Buy in Kathmandu Nepal,,"NRs 29,50,000","Limited Edition Colour Ford Eco Sport Titanium 2014 in excellent condition. Nothing to spend on. Single Handed. Excellent power, Good clearance.",,,,2014
Opel Corsa 1.4 2004 Buy in Kathmandu Nepal,,"NRs 5,25,000",Single Handed Opel corsa in excellent condition. Nothing to spend on. Never been in any accidents. Cheap price.,,,,2004
Maruti Suzuki Van 2000 Buy in Kathmandu Nepal,,"NRs 4,35,000",Maruti Omni Van 8 seater in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2000
Hyundai Santro GLS 2009 Buy in Kathmandu Nepal,,"NRs 11,50,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Good resale value. Low maintenance cost.,,,,2009
Tata Grande GX 2009 Buy in Kathmandu Nepal,,"NRs 14,25,000",Tata Grande in excellent condition. Nothing to spend on. Never been in any accidents. Diesel engine with excellent Milage. 8 Seater SUV.,,,,2009
Maruti Suzuki Swift VXi 2009 Buy in Kathmandu Nepal,,"NRs 1,500,000.00",Single Handed Suzuki Swift in Brand New condition. Nothing to spend on. Never been in any accidents. Low Maintenance cost. Good resale value,,,,2009
Hyundai Santro Xing XO 2006 Buy in Kathmandu Nepal,,"NRs 10,25,000",Hyundai Santro in excellent condition. Nothing to spend on. Never been in any accidents. Very reliable car. Low Maintenance cost.,,,,2006
Kia Picanto Ex 2008 Buy in Kathmandu Nepal,,"NRs 10,75,000",Kia Picanto in excellent condition. Nothing to spend on. Never been in any accidents.,,,,2008
Hyundai Santro GL Plus 2013 Buy in Kathmandu Nepal,,"NRs 14,50,000",Hyundai Santro in Immaculate condition. Nothing to spend on. Never been in any accidents. Excellent resale value. Low Maintenance cost.,,,,2013
"Mazda 3 Fully Loaded, V GRADE(Auto HeadLight, Auto Wipers)",,"NRs 15,50,000","Excellent conditon Japanese Luxury Mazda 3 in Brand new condition Nothing to spend on. Never been in any accidents. Fully Loaded, Comes with Dual Airbags, […]",,,,0
"Maruti Suzuki Alto Vxi in excellent condition, Full Option",,"NRs 5,15,000",Presenting you with excellent condition full option Alto Vx Cheap to run and in excellent condition. Tax and Insurance inclusive. More info on: Enquiries: 9801118668 […],,,,0
Tata Nano CX A/C 2012,,"NRs 4,35,000","Excellent condition, Low km with AC working excellent. Economical Value for money. First to see will definitely buy Only for NRs 4,35,000/- or Nearest Offer. […]",,,,2012
Hyundai Eon Magna + 2015 Buy in Kathmandu Nepal,,"NRs 15,25,000","Single handed HYUNDAI Eon Magna plus 1000cc, 2015 in immaculate condition. nothing to spend on. First to see will definitely buy Only for NRs 15,25,000/- […]",,,,2015
Hyundai Grand i10 Asta *Full option* 9000k km Only.,,"NRs 23,99,000","Single Handed Hyundai Grand i10 Asta 2014 in immaculate condition. Full Accessories Never been in any accidents. Comes with Dual Airbags, ABS, Alloy Wheels, Key […]",,,,0
Honda Brio 1.2 Ultimate city car Buy in Kathmandu,,"NRs 15,75,000","The Ultimate city car with ample power to weight ratio, that means great pick up and excellent mileage. Single handed and free from major accidents […]",,,,0
Hyundai i10 Magna 1.2 Silver Excellent ConditionBuy in Kathmandu Nepal,,"NRs 15,25,000",Single handed hyundai i10 magna 1200 CC in brand new condition. Nothing to spend on. Never been in any accidents. Excellent resale value. First to […],,,,0
Hyundai Xcent Kappa S 2014 Buy in Kathmandu Nepal,,"NRs 22,00,000","Single Handed Hyundai Xcent s in excellent condition. Nothing to spend on. Beautiful With Factory reverse sensors, Foldable mirror, Bluetooth handsFree, Sterring control,Abs and many […]",,,,2014
Hyundai Eon Era+  2012  Buy in Kathmandu Nepal,,"NRs 12,50,000",Single handed HYUNDAI Eon era plus in immaculate condition. nothing to spend on. Never been in any accidents. First to see will definitely buy More […],,,,2012
Hyundai I20 Active 2015 Buy in Kathmandu Nepal,,"NRs 31,50,000",Single Handed Hyundai Active 2016 in brand new condition. Nothing to spend on. Never been in any accidents. Fresh as new. Tax and Insurance Included. […],,,,2015
Hyundai i10 Grand magna 2014 buy in Kathmandu Nepal,,"NRs 19,75,000",Hyundai Grand i10 Magna in Near New Condition. Very Clean inside out condition. With Reverse camera also Value for money and cheap powerful hatchback of […],,,,2014
Hyundai i20 Magna 2009 condition Buy in Kathmandu Nepal,,"NRs 15,00,000",HYUNDAI I20 Magna 2009 in immaculate condition. Nothing to spend on. Never been in any accidents. With Reverse Camera tax and insurance inclusive . Full […],,,,2009
Hyundai Santro GL 2010 Buy in Kathmandu Nepal,,"NRs 12,50,000",Single handed Hyundai Santro 2010 in Brand New condition. Nothing to spend on. Never been in any accidents. Low Km. Not a Single Scratch. Road […],,,,2010
